#{"t_start": 1620063275.4595463, "env_id": "CartPole-v0"}
r,l,t
14.0,14,0.030831
27.0,27,0.101761
31.0,31,0.165971
15.0,15,0.19345
21.0,21,0.23686
19.0,19,0.272239
10.0,10,0.291501
16.0,16,0.320978
25.0,25,0.365554
15.0,15,0.392848
12.0,12,0.412011
13.0,13,0.438124
40.0,40,0.516149
22.0,22,0.556062
35.0,35,0.61869
13.0,13,0.644971
22.0,22,0.681903
20.0,20,0.716767
34.0,34,0.776103
9.0,9,0.792495
20.0,20,0.826952
14.0,14,0.852477
31.0,31,0.906358
43.0,43,0.985297
35.0,35,1.049991
39.0,39,1.114803
65.0,65,1.242678
120.0,120,1.459972
200.0,200,1.810553
200.0,200,2.219789
134.0,134,2.457526
179.0,179,2.7746
127.0,127,3.017273
200.0,200,3.370067
140.0,140,3.623164
200.0,200,3.994925
200.0,200,4.411137
86.0,86,4.565387
149.0,149,4.838048
191.0,191,5.212661
164.0,164,5.501381
112.0,112,5.699712
187.0,187,6.030919
200.0,200,6.373
200.0,200,6.77118
174.0,174,7.135492
200.0,200,7.482276
82.0,82,7.617202
107.0,107,7.818579
26.0,26,7.863771
123.0,123,8.088848
147.0,147,8.3482
126.0,126,8.572767
128.0,128,8.805121
109.0,109,9.004714
79.0,79,9.138086
73.0,73,9.269263
118.0,118,9.489342
132.0,132,9.728374
163.0,163,10.109755
44.0,44,10.200824
109.0,109,10.403469
154.0,154,10.692983
104.0,104,10.906836
128.0,128,11.140979
44.0,44,11.218016
159.0,159,11.505709
152.0,152,11.800048
100.0,100,11.972553
128.0,128,12.202393
167.0,167,12.516864
166.0,166,12.807533
112.0,112,13.020059
172.0,172,13.342204
130.0,130,13.574756
200.0,200,13.923278
200.0,200,14.330338
200.0,200,14.692742
200.0,200,15.041434
200.0,200,15.401021
200.0,200,15.763236
200.0,200,16.116129
139.0,139,16.361396
58.0,58,16.465975
31.0,31,16.520951
47.0,47,16.623018
200.0,200,17.041391
200.0,200,17.403545
200.0,200,17.75558
200.0,200,18.135831
177.0,177,18.446322
200.0,200,18.798255
200.0,200,19.155277
58.0,58,19.250486
86.0,86,19.397028
200.0,200,19.77901
200.0,200,20.131088
200.0,200,20.507675
159.0,159,20.814583
100.0,100,21.012334
86.0,86,21.209265
90.0,90,21.386254
200.0,200,21.775093
200.0,200,22.139096
95.0,95,22.319957
75.0,75,22.454475
52.0,52,22.556785
42.0,42,22.635483
50.0,50,22.729181
39.0,39,22.807227
33.0,33,22.893394
53.0,53,22.981887
56.0,56,23.08668
36.0,36,23.150638
35.0,35,23.213265
84.0,84,23.361243
44.0,44,23.437693
45.0,45,23.524897
51.0,51,23.622981
32.0,32,23.679255
42.0,42,23.750887
38.0,38,23.816847
42.0,42,23.886482
33.0,33,23.943425
41.0,41,24.011726
53.0,53,24.106215
52.0,52,24.196054
81.0,81,24.336803
36.0,36,24.408652
40.0,40,24.48034
68.0,68,24.598179
72.0,72,24.735995
134.0,134,25.034764
58.0,58,25.145009
50.0,50,25.246676
67.0,67,25.369674
94.0,94,25.535788
91.0,91,25.692901
102.0,102,25.868429
164.0,164,26.14678
73.0,73,26.273652
113.0,113,26.462583
184.0,184,26.804429
70.0,70,26.945362
64.0,64,27.061269
73.0,73,27.197475
77.0,77,27.330457
51.0,51,27.420351
49.0,49,27.498424
116.0,116,27.7037
96.0,96,27.87727
99.0,99,28.085643
131.0,131,28.330629
124.0,124,28.571601
119.0,119,28.77781
132.0,132,29.023894
132.0,132,29.247717
136.0,136,29.486901
95.0,95,29.651797
15.0,15,29.678386
122.0,122,29.908978
14.0,14,29.937672
94.0,94,30.098458
120.0,120,30.303595
130.0,130,30.523765
14.0,14,30.547693
92.0,92,30.709093
127.0,127,30.943657
