#{"t_start": 1620060182.288102, "env_id": "Pendulum-v0"}
r,l,t
-1179.930629,200,0.421769
-1376.010653,200,0.820046
-1468.508311,200,1.207734
-1830.228938,200,1.608661
-1788.482997,200,1.991529
-1576.467727,200,2.389481
-1804.45531,200,2.773088
-1594.78969,200,3.159048
-1719.248592,200,3.541837
-1572.768093,200,3.926119
-1765.788539,200,4.319077
-1586.334101,200,4.702725
-1624.862791,200,5.084282
-1744.4334,200,5.473946
-1613.037455,200,5.854465
-1863.040913,200,6.255021
-1754.105254,200,6.655546
-1808.936095,200,7.060113
-1779.181445,200,7.449163
-1822.838484,200,7.838037
-1630.364858,200,8.257311
-1751.230043,200,8.643194
-1795.469651,200,9.039888
-1684.724837,200,9.425053
-1751.117803,200,9.807735
-1544.235299,200,10.209908
-1579.089406,200,10.588799
-1676.862096,200,10.978971
-1784.525655,200,11.364269
-1800.578843,200,11.761286
-1751.18977,200,12.174364
-1818.37257,200,12.560302
-1730.177564,200,12.951792
-1518.369439,200,13.329836
-1458.58147,200,13.719014
-1666.081425,200,14.097656
-1810.631934,200,14.484242
-1582.020293,200,14.881775
-1629.519615,200,15.255862
-1556.215412,200,15.651231
-1688.097234,200,16.080816
-1763.321465,200,16.46597
-1716.823143,200,16.860941
-1722.687715,200,17.245807
-1847.321838,200,17.631279
-1677.273668,200,18.035783
-1766.24348,200,18.427707
-1544.474169,200,18.812343
-1825.821183,200,19.205219
-1081.871611,200,19.591567
-1865.227191,200,19.990009
-1170.722288,200,20.402721
-1582.316769,200,20.809473
-1888.671177,200,21.207149
-1829.550878,200,21.581986
-1807.974899,200,21.964803
-1668.868536,200,22.351986
-1592.801955,200,22.744845
-1703.473188,200,23.149218
-1870.666947,200,23.537179
-1432.410978,200,23.920484
-1290.273005,200,24.319603
-1173.264813,200,24.707191
-992.770332,200,25.087769
-748.049179,200,25.461391
-1135.974175,200,25.838587
-1151.692664,200,26.210575
-1578.342972,200,26.581234
-1226.284046,200,26.954481
-1720.637187,200,27.342342
-1476.664084,200,27.723467
-1655.002408,200,28.115831
-1824.753723,200,28.493183
-1481.210904,200,28.874609
-1383.314781,200,29.24264
-1695.077165,200,29.611311
-1832.717376,200,29.993251
-1478.616211,200,30.375577
-1316.667717,200,30.76169
-1802.082227,200,31.146873
-1591.13739,200,31.527884
-1851.718288,200,31.908151
-1779.568988,200,32.299057
-1863.975895,200,32.680272
-1797.814312,200,33.053718
-1549.875263,200,33.435354
-1856.789983,200,33.816627
-1411.370585,200,34.212335
-1792.62058,200,34.599725
-1509.150963,200,34.986786
-1723.940438,200,35.365803
-1036.679016,200,35.747818
-1419.933611,200,36.151985
-1676.282702,200,36.53807
-1224.227761,200,36.913465
-1748.148212,200,37.290258
-1387.144142,200,37.666596
-1448.826574,200,38.043283
-1694.600899,200,38.414389
-1363.220449,200,38.792038
