#{"t_start": 1620065705.916926, "env_id": "MountainCarContinuous-v0"}
r,l,t
-49.994176,999,2.280082
-46.176357,999,4.551472
-42.227873,999,6.866112
-41.619579,999,9.14841
-36.039736,999,11.366756
-32.319605,999,13.62132
-27.628764,999,15.852235
-24.899198,999,18.11791
-20.027432,999,20.353924
-19.97852,999,22.597442
-16.384473,999,24.83051
-13.689175,999,27.135006
-11.744944,999,29.360945
-10.509657,999,31.584577
-9.073054,999,33.846766
-8.421868,999,36.119448
-7.241825,999,38.40504
-6.638112,999,40.651955
-6.544656,999,42.964244
-6.35382,999,45.240789
-5.825443,999,47.495167
-5.661883,999,49.758166
-5.4747,999,51.96545
-5.648706,999,54.239049
-5.118194,999,56.451359
-4.948542,999,58.729489
-5.258431,999,61.019123
-4.997617,999,63.209282
-5.034847,999,65.494919
-5.114881,999,67.740222
-4.695484,999,69.976199
-4.821135,999,72.196705
-4.878092,999,74.458235
-5.228017,999,76.691724
-5.054993,999,78.958237
-4.843185,999,81.165778
-4.600453,999,83.400321
-4.932459,999,85.679113
-4.977031,999,87.914585
-5.3458,999,90.175289
-5.063072,999,92.387895
-5.149747,999,94.68917
-5.321673,999,96.956032
-5.380067,999,99.18888
-5.578645,999,101.449565
-5.445773,999,103.697868
-5.25276,999,105.966547
-5.525121,999,108.224794
-4.921503,999,110.459404
-5.047225,999,112.728729
-4.931884,999,114.965478
-4.688739,999,117.199821
-4.867118,999,119.410675
-5.066889,999,121.671423
-4.936494,999,123.9851
-4.995169,999,126.259273
-4.832925,999,128.503353
-4.787013,999,130.715314
-5.269745,999,132.970936
-4.99655,999,135.268669
-5.017059,999,137.52398
-5.389058,999,139.73947
-4.929082,999,141.967788
-4.998223,999,144.232195
-5.120227,999,146.522278
-5.387717,999,148.73726
-5.212938,999,151.018806
-5.059829,999,153.252743
-5.246606,999,155.475831
-5.358588,999,157.705498
-4.503783,999,159.93098
-4.746283,999,162.171238
-4.845039,999,164.402637
-5.041801,999,166.716886
-4.794164,999,168.99545
-4.828976,999,171.259935
-4.879157,999,173.554507
-5.411832,999,175.73081
-5.310863,999,178.002448
-5.353376,999,180.247911
-4.706171,999,182.496841
-4.901376,999,184.74472
-4.855868,999,186.968289
-5.056677,999,189.194421
-4.917791,999,191.460723
-4.893888,999,193.757674
-4.957014,999,196.015676
-5.153056,999,198.256513
-4.636133,999,200.487285
-5.466042,999,202.787893
-5.345915,999,205.044689
-4.96084,999,207.293262
-4.901149,999,209.517132
-4.638573,999,211.784919
-4.566644,999,214.043863
-4.61871,999,216.263062
-5.183039,999,218.50525
-5.021322,999,220.832256
-4.682025,999,223.054719
-4.688004,999,225.288643
