iteration,num_frames,time_in_s,individual_id,species_id,fitness,num_nodes,num_connections
0,199385,0.00035953521728515625,1,1,-99.8999999999986,1,2
0,199385,0.0004096031188964844,2,1,-99.8999999999986,1,2
0,199385,0.00041985511779785156,3,1,-16.539566445223127,1,2
0,199385,0.00042891502380371094,4,1,-6.809193592424465,1,2
0,199385,0.0004372596740722656,5,1,-35.49484522388714,1,2
0,199385,0.0004451274871826172,6,1,-14.844279976923849,1,2
0,199385,0.00045299530029296875,7,1,-97.74778276590338,1,2
0,199385,0.0004608631134033203,8,1,-14.737494106107192,1,2
0,199385,0.00046896934509277344,9,1,-72.13025768269692,1,2
0,199385,0.000476837158203125,10,1,-4.089851400772645,1,2
0,199385,0.0004849433898925781,11,1,-99.8999999999986,1,2
0,199385,0.0004928112030029297,12,1,-33.8760395585926,1,2
0,199385,0.0005006790161132812,13,1,-99.8999999999986,1,2
0,199385,0.0005087852478027344,14,1,-23.88990292236165,1,2
0,199385,0.0005164146423339844,15,1,-18.97638739548024,1,2
0,199385,0.0005240440368652344,16,1,-37.87362877283217,1,2
0,199385,0.0005316734313964844,17,1,-34.42170613986895,1,2
0,199385,0.0005395412445068359,18,1,82.14709985689284,1,2
0,199385,0.0005471706390380859,19,1,-3.083128657921424,1,2
0,199385,0.0005550384521484375,20,1,-99.8999999999986,1,2
0,199385,0.0005626678466796875,21,1,-96.50947234020704,1,2
0,199385,0.0005707740783691406,22,1,-97.05459798989912,1,2
0,199385,0.0005841255187988281,23,1,-99.8999999999986,1,2
0,199385,0.0005924701690673828,24,1,-10.22876053782843,1,2
0,199385,0.0006003379821777344,25,1,-7.723826477020982,1,2
0,199385,0.0006079673767089844,26,1,-2.74534998305623,1,2
0,199385,0.0006160736083984375,27,1,-0.04970193431110261,1,2
0,199385,0.0006241798400878906,28,1,-73.07634725736351,1,2
0,199385,0.0006318092346191406,29,1,-99.8999999999986,1,2
0,199385,0.0006396770477294922,30,1,-91.24653943692176,1,2
0,199385,0.0006475448608398438,31,1,-18.947375260806144,1,2
0,199385,0.0006554126739501953,32,1,-13.216275879738575,1,2
0,199385,0.0006632804870605469,33,1,-99.8999999999986,1,2
0,199385,0.0006709098815917969,34,1,-99.8999999999986,1,2
0,199385,0.00067901611328125,35,1,-8.65316334592352,1,2
0,199385,0.0006866455078125,36,1,-98.14669259529904,1,2
0,199385,0.00069427490234375,37,1,-91.7075211527308,1,2
0,199385,0.000701904296875,38,1,-99.8999999999986,1,2
0,199385,0.0007112026214599609,39,1,-99.8999999999986,1,2
0,199385,0.0007190704345703125,40,1,-65.60203967450904,1,2
0,199385,0.0007269382476806641,41,1,-99.8999999999986,1,2
0,199385,0.0007345676422119141,42,1,-24.965446248589377,1,2
0,199385,0.0007424354553222656,43,1,-99.8999999999986,1,2
0,199385,0.0007500648498535156,44,1,-6.390000231532691,1,2
0,199385,0.0007581710815429688,45,1,-52.2925489387564,1,2
0,199385,0.0007660388946533203,46,1,-98.88009593837958,1,2
0,199385,0.0007736682891845703,47,1,-98.95209837900939,1,2
0,199385,0.0007815361022949219,48,1,-40.651343850560664,1,2
0,199385,0.000789642333984375,49,1,-99.8999999999986,1,2
0,199385,0.0007987022399902344,50,1,-12.880565256279358,1,2
0,199385,0.0008068084716796875,51,1,-99.8999999999986,1,2
0,199385,0.0008144378662109375,52,1,-0.06755002137270312,1,2
0,199385,0.0008225440979003906,53,1,-95.32599845852049,1,2
0,199385,0.0008304119110107422,54,1,-5.447959800777396,1,2
0,199385,0.0008382797241210938,55,1,-0.9340569471137411,1,2
0,199385,0.0008463859558105469,56,1,-1.4533100495295297,1,2
0,199385,0.0008542537689208984,57,1,-99.8999999999986,1,2
0,199385,0.0008623600006103516,58,1,-99.8999999999986,1,2
0,199385,0.0008699893951416016,59,1,-3.388304546361564,1,2
0,199385,0.0008778572082519531,60,1,-17.29862131790343,1,2
0,199385,0.0008854866027832031,61,1,-99.8999999999986,1,2
0,199385,0.0008931159973144531,62,1,-0.6796736593551185,1,2
0,199385,0.0009014606475830078,63,1,-6.166038965581503,1,2
0,199385,0.0009093284606933594,64,1,-17.25509477608395,1,2
0,199385,0.0009171962738037109,65,1,-99.8999999999986,1,2
0,199385,0.0009248256683349609,66,1,-50.70907710978084,1,2
0,199385,0.0009326934814453125,67,1,-99.8999999999986,1,2
