iteration,num_frames,time_in_s,species_id,size,age,stagnation,fitness,adjusted_fitness
13,163951,6.592536687850952,4,23,6,5,-118.92909084324776,0.5767887133994523
13,163951,6.592544794082642,2,24,13,1,-117.77912933356937,0.5779752572253452
13,163951,6.59256649017334,7,4,1,1,,
14,176206,7.141060829162598,1,20,14,7,-202.56416247153575,0.536751541442666
14,176206,7.14107608795166,6,21,3,2,-185.31001108698175,0.5555256044918809
14,176206,7.14108681678772,4,18,7,6,-152.98873621234864,0.5906940482364154
14,176206,7.141097068786621,3,22,12,3,-132.15811996126303,0.6133596255885402
14,176206,7.141107082366943,2,27,14,2,-119.88100789136392,0.626718223813713
14,176206,7.141117095947266,7,14,2,1,-105.48594435651582,0.642381343046724
14,176206,7.141126871109009,5,26,5,1,-83.11653166104087,0.6667212688395805
15,188598,7.65564751625061,1,19,15,8,-252.73298125549067,0.6259510251129369
15,188598,7.655662536621094,6,15,4,3,-237.8075303517696,0.6374380368029625
15,188598,7.6556715965271,5,25,6,2,-183.59414273338706,0.6791620571588899
15,188598,7.655691146850586,3,11,13,4,-182.19392940050705,0.6802396974276548
15,188598,7.655696630477905,2,11,15,3,-131.0171637312305,0.7196266552685145
15,188598,7.655704498291016,7,20,3,2,-111.66067693229773,0.7345239063848432
15,188598,7.655710458755493,4,26,8,7,-104.75121859692513,0.7398416035976212
15,188598,7.655746221542358,8,13,1,1,,
15,188598,7.655751705169678,9,8,1,1,,
16,202099,8.869362354278564,6,16,5,4,-203.07596900881805,0.6863705623763139
16,202099,8.869382381439209,1,17,16,9,-191.05378400390836,0.701908464881939
16,202099,8.869393825531006,2,14,16,4,-158.00232591716022,0.7446253531356901
16,202099,8.869404077529907,7,25,4,3,-155.29848357599144,0.74811989582244
16,202099,8.86941409111023,4,22,9,8,-134.69727363439517,0.7747456374359415
16,202099,8.869423627853394,5,21,7,3,-130.4572443687859,0.780225603126299
16,202099,8.86943244934082,9,17,2,1,-128.91653516181643,0.782216870889824
16,202099,8.869456768035889,8,15,2,1,-128.3639807390893,0.7829310120169053
16,202099,8.869486808776855,3,3,14,1,-125.98591888813802,0.7860045043294372
17,214505,9.35761046409607,7,8,5,4,-212.87882726448169,0.7169317370851619
17,214505,9.357621192932129,9,16,3,2,-180.91562944220888,0.7551198142555972
17,214505,9.357630729675293,1,16,17,10,-180.65976401519555,0.7554255098473325
17,214505,9.357640266418457,4,11,10,9,-138.24755390273378,0.8060975596763017
17,214505,9.35765027999878,5,19,8,4,-136.15946731994512,0.8085923041635545
17,214505,9.357656478881836,6,18,6,5,-134.42157130359826,0.8106686579613024
17,214505,9.357661962509155,8,16,3,1,-122.73479071952163,0.8246314560924605
17,214505,9.357667207717896,3,22,15,1,-120.56615799328922,0.827222433201953
17,214505,9.357672452926636,2,16,17,1,-94.57885332751424,0.8582708033164319
17,214505,9.357677459716797,10,7,1,1,,
18,227335,9.945671319961548,1,14,18,11,-202.52768367120458,0.5843530435675974
18,227335,9.94568157196045,9,15,4,3,-176.8615421923593,0.6291661939638936
18,227335,9.945701360702515,8,16,4,2,-164.6996383020836,0.6504009100816022
18,227335,9.94570803642273,7,11,6,5,-155.7431386270766,0.6660389820251891
18,227335,9.945716619491577,2,15,18,2,-144.45129653284292,0.6857545679630754
18,227335,9.945754289627075,3,19,16,2,-133.12339861452872,0.7055331074644536
18,227335,9.945760250091553,4,12,11,10,-120.86069710449596,0.7269438164908542
18,227335,9.94576621055603,6,17,7,1,-108.57739990130194,0.7483904856515784
18,227335,9.94577145576477,5,17,9,5,-106.55248657631641,0.7519259896324487
18,227335,9.945777893066406,10,14,2,1,-38.58385146389168,0.8705994049580271
19,240686,10.425278663635254,7,5,7,6,-164.36501090837947,0.7215646116269531
19,240686,10.42530369758606,3,24,17,3,-162.69034574569397,0.72371759893847
19,240686,10.425309658050537,9,16,5,4,-140.03125536058664,0.7528486366985309
19,240686,10.425330400466919,1,15,19,12,-135.03739976537832,0.7592688501069172
19,240686,10.425356149673462,5,14,10,6,-132.7077254412232,0.7622639319726134
19,240686,10.425361394882202,2,14,19,3,-128.7660841763942,0.7673313949012145
19,240686,10.425366401672363,4,14,12,11,-125.97449239032501,0.7709203282762322
19,240686,10.425371646881104,8,14,5,1,-119.77833022023421,0.7788862541398323
19,240686,10.425376892089844,6,19,8,1,-90.6912790953085,0.8162812232338232
19,240686,10.425382137298584,10,14,3,2,-87.53442344177013,0.820339748076759
20,254075,10.92844557762146,3,20,18,4,-230.55222721308368,0.46506512623828444
20,254075,10.92845630645752,8,13,6,2,-172.37186863018306,0.5345636920185548
20,254075,10.928462982177734,9,15,6,5,-167.8044100394008,0.5400196883212904
20,254075,10.928468704223633,10,10,4,3,-167.36302400310183,0.5405469400815991
20,254075,10.928489446640015,2,15,20,4,-145.14434383287082,0.5670879660046573
20,254075,10.928510427474976,1,16,20,13,-140.1329829546253,0.5730742198217278
20,254075,10.928515911102295,5,13,11,7,-134.01456964682407,0.5803828882469526
20,254075,10.928542852401733,4,17,13,12,-109.92920539785045,0.6091537365602016
20,254075,10.928572654724121,6,23,9,2,-104.80865543960562,0.6152704207259954
20,254075,10.928594589233398,7,10,8,1,-31.356377283171717,0.7030118528777382
21,267843,11.72716999053955,3,11,19,5,-217.68052801779908,0.6318512551216193
21,267843,11.727183818817139,7,18,9,2,-184.3737589289134,0.6577049621596008
21,267843,11.727193593978882,9,14,7,6,-153.85198590260092,0.6813968722333811
21,267843,11.72720217704773,1,15,21,14,-138.12142627222713,0.6936074015447603
21,267843,11.727211236953735,4,19,14,13,-133.74930184176233,0.6970011748602442
21,267843,11.727216958999634,10,10,5,4,-121.36636990451584,0.7066131757637981
21,267843,11.727222204208374,5,16,12,8,-119.58083077257326,0.7079991644647405
21,267843,11.727228164672852,2,16,21,5,-112.38902171604477,0.713581661041469
21,267843,11.727237224578857,6,19,10,3,-101.48964948923755,0.7220420786730254
21,267843,11.727243661880493,8,12,7,1,-84.8423974042118,0.7349641719942085
22,281717,12.542955160140991,1,14,22,15,-222.76601217571792,0.5216148491213517
22,281717,12.542970657348633,9,13,8,7,-214.771055821251,0.5294436447896776
22,281717,12.542996406555176,5,13,13,9,-176.140677990485,0.567271160190475
22,281717,12.5430269241333,8,15,8,2,-153.6357042273261,0.5893084088384142
22,281717,12.543037414550781,7,24,10,3,-128.80373554190314,0.613624290034167
22,281717,12.543047904968262,6,18,11,4,-118.86595730459969,0.6233555295516306
22,281717,12.543058156967163,2,15,22,6,-116.02523560050334,0.6261372120006565
22,281717,12.543068170547485,3,6,20,1,-107.24656687616553,0.6347334319968254
22,281717,12.543078184127808,10,13,6,5,-92.78566497314588,0.6488937902475861
22,281717,12.543088436126709,4,17,15,1,-92.1521325461722,0.6495141558506159
23,295654,13.785520792007446,9,15,9,8,-159.51800594004786,0.5769503386063183
23,295654,13.785531044006348,7,28,11,4,-151.09711916769194,0.5909199078215349
23,295654,13.785537481307983,5,15,14,10,-142.38436156219257,0.6053736671126574
23,295654,13.785543441772461,4,17,16,2,-130.80868931479287,0.6245767699501834
23,295654,13.785552501678467,8,17,9,3,-124.82496974902939,0.6345032761363002
23,295654,13.785558462142944,6,18,12,5,-121.6338745525077,0.6397970446461081
23,295654,13.785580158233643,10,16,7,6,-101.09789113475247,0.673864578091474
23,295654,13.78560757637024,2,17,23,7,-95.64593317427529,0.6829089348375308
23,295654,13.785613059997559,3,6,21,1,-79.67396940132674,0.7094051292955303
24,309274,14.384924173355103,3,20,22,2,-324.6735781382342,0.3273857857075978
24,309274,14.384935140609741,6,18,13,6,-184.03299466100785,0.502194083420452
24,309274,14.384941816329956,10,17,8,7,-177.89134491613348,0.5098278069908887
24,309274,14.38496208190918,7,9,12,5,-176.72769593066846,0.5112741569224315
24,309274,14.38496732711792,9,17,10,9,-174.20548177431772,0.5144091265893508
24,309274,14.384993076324463,2,16,24,8,-165.08207989389427,0.5257489995665225
24,309274,14.384998559951782,5,16,15,11,-159.24095423045577,0.5330091886862435
24,309274,14.385004043579102,4,17,17,3,-112.06262467591547,0.591649186291918
24,309274,14.385009288787842,8,19,10,1,-74.66897624134192,0.638127378194323
25,322279,14.895801782608032,9,15,11,10,-216.08165074106418,0.542878777287187
25,322279,14.895812749862671,3,12,23,3,-152.51345336005673,0.6588728068737144
25,322279,14.895823240280151,4,16,18,4,-145.11698620933763,0.6723692731078289
25,322279,14.895833015441895,8,19,11,2,-144.03004974473512,0.674352625564374
25,322279,14.895843029022217,7,19,13,6,-139.63209722317814,0.6823776483890428
25,322279,14.89585280418396,5,17,16,12,-128.86986726422637,0.702015682369988
25,322279,14.895862340927124,2,17,25,9,-123.33562641996937,0.7121141108715883
25,322279,14.895872354507446,6,18,14,7,-108.98794869186375,0.7382945756866732
25,322279,14.895882368087769,10,18,9,8,-100.56596884123051,0.753662313332532
26,334695,15.360210418701172,7,20,14,7,-207.7123121772149,0.6859396541039935
26,334695,15.360242366790771,8,18,12,3,-176.80574261954655,0.7232019553277015
26,334695,15.360254526138306,5,16,17,13,-174.85301913638472,0.725556243483183
26,334695,15.360265970230103,2,16,26,10,-169.73730669832798,0.7317239683575032
26,334695,15.36027717590332,3,11,24,4,-168.46672282005474,0.7332558394088621
26,334695,15.36028790473938,9,16,12,11,-146.60085419521056,0.759618279332733
26,334695,15.36029863357544,4,17,19,5,-139.07239710015372,0.768694913848975
26,334695,15.360309362411499,6,17,15,8,-119.2156879451698,0.792635023943173
26,334695,15.36031985282898,10,19,10,9,-103.73305943398665,0.811301552631904
27,348073,15.903039693832397,3,23,25,5,-218.7449317318287,0.5165714842778062
27,348073,15.903054475784302,9,15,13,12,-193.76598533180828,0.5425974078664412
27,348073,15.90307903289795,7,8,15,8,-186.2719963157308,0.5504055028270173
27,348073,15.903109788894653,10,18,11,10,-138.32283212162355,0.6003644267732138
27,348073,15.903120994567871,6,21,16,9,-135.4416393249215,0.603366382995476
27,348073,15.903128862380981,4,14,20,6,-135.14708384459433,0.6036732845877545
27,348073,15.90313720703125,2,17,27,11,-134.97478749830003,0.6038528026295265
27,348073,15.903147459030151,5,17,18,14,-122.22655741093655,0.6171353669471227
27,348073,15.903157234191895,8,19,13,4,-92.22299947703932,0.6483965055744166
27,348073,15.90316653251648,11,1,1,1,,
28,361509,16.494909286499023,11,8,2,1,-454.0092779109345,0.41714468424404044
28,361509,16.494922637939453,3,25,26,6,-193.19007923175772,0.7238540521137308
28,361509,16.4949312210083,8,17,14,5,-169.06203699547166,0.7522273337574923
28,361509,16.494938850402832,4,15,21,7,-163.55928082515135,0.7586982794359045
28,361509,16.494946718215942,5,11,19,15,-160.16160563588676,0.7626937629540015
28,361509,16.49495506286621,7,6,16,9,-150.84796606453904,0.7736461028122645
28,361509,16.494962692260742,10,17,12,11,-139.39259429023164,0.7871170046990996
28,361509,16.494970083236694,9,16,14,13,-133.2474947765259,0.7943433116461712
28,361509,16.494978189468384,2,16,28,12,-110.70685618739012,0.8208498918675028
28,361509,16.494985580444336,6,16,17,10,-92.01364063453205,0.8428321092606379
28,361509,16.494993925094604,12,5,1,1,,
29,375157,17.759864330291748,11,10,3,1,-419.0334918241801,0.7531192078902444
29,375157,17.75987935066223,9,14,15,14,-349.26348967328715,0.7787926690999539
29,375157,17.75989031791687,12,9,2,1,-286.2732702342205,0.8019713548603824
29,375157,17.75991415977478,3,6,27,7,-172.02173265305592,0.8440128100390124
29,375157,17.759944915771484,7,23,17,10,-153.48829057388107,0.8508326121263484
29,375157,17.759955167770386,2,15,29,13,-143.48046217077194,0.8545152205021509
29,375157,17.75996494293213,6,15,18,11,-124.99024720869144,0.8613191161873124
29,375157,17.75997495651245,5,13,20,16,-122.15160777794883,0.8623636582120626
29,375157,17.75998091697693,10,16,13,12,-120.02918458128158,0.86314465216262
29,375157,17.759986639022827,8,16,15,6,-119.65577417209374,0.8632820570266022
29,375157,17.759995937347412,4,14,22,8,-109.43058009726282,0.8670446500515269
30,388221,18.24735426902771,9,15,16,15,-241.27738502629103,0.531891650043572
30,388221,18.247364282608032,3,2,28,8,-166.83615170868043,0.5992082999704362
30,388221,18.247370719909668,12,12,3,1,-164.30261145482766,0.6014993614526736
30,388221,18.247376680374146,7,19,18,11,-151.35021699662647,0.6132121147830395
30,388221,18.247381925582886,8,16,16,7,-149.8478347551697,0.6145707077952345
30,388221,18.247387647628784,10,16,14,13,-134.2575850954135,0.6286688538340098
30,388221,18.247392892837524,11,15,4,1,-113.36991630754217,0.647557416327087
30,388221,18.247398614883423,6,17,19,1,-87.48328526399222,0.6709665029593513
30,388221,18.24740433692932,4,16,23,1,-79.41836656023635,0.6782595485588647
30,388221,18.24740958213806,2,17,30,1,-78.27948939472998,0.6792894266525417
30,388221,18.247429609298706,13,7,1,1,,
31,401727,18.880727291107178,13,21,2,1,-227.836920740408,0.4990753804996558
31,401727,18.880765676498413,6,16,20,2,-218.17056877705937,0.5086087154436454
31,401727,18.880796432495117,7,14,19,12,-211.42553893845616,0.5152609280779897
31,401727,18.880805730819702,4,15,24,2,-168.45620948608317,0.5576389639224653
31,401727,18.880815029144287,8,16,17,8,-164.6322921450195,0.5614102609897264
31,401727,18.88082456588745,2,17,31,2,-141.92589243234426,0.5838042018118492
31,401727,18.880849361419678,11,18,5,2,-141.77577178081356,0.5839522566787192
31,401727,18.880879878997803,12,15,4,1,-141.113349915786,0.5846055630695349
31,401727,18.88088870048523,10,18,15,14,-106.9763696129922,0.6182727902134311
31,401727,18.880897521972656,3,1,29,9,-103.95435090944488,0.6212532234334457
32,414691,19.377813577651978,13,22,3,2,-353.0152661133413,0.8320988013852744
32,414691,19.377824068069458,6,15,21,3,-198.9183245905615,0.8724874637893323
32,414691,19.377830982208252,4,14,25,3,-194.28424667386466,0.8737020512216461
32,414691,19.37783694267273,11,17,6,3,-180.16297943657045,0.8774032219881033
32,414691,19.377842903137207,12,16,5,2,-142.07627552656308,0.8873857110051042
32,414691,19.377849102020264,7,16,20,13,-133.11980697743897,0.8897331929277721
32,414691,19.377856731414795,2,16,32,3,-127.46822080644964,0.8912144683096965
32,414691,19.3778657913208,8,15,18,9,-124.67497942101068,0.891946574230909
32,414691,19.37787175178528,3,2,30,10,-110.89745883035667,0.8955576493268972
32,414691,19.377877712249756,10,17,16,15,-77.74995020150752,0.9042455799393829
33,427648,20.162217378616333,13,21,4,1,-226.9236802551166,0.59123357507213
33,427648,20.162248611450195,6,17,22,4,-205.45317962674338,0.6095464240428741
33,427648,20.16225504875183,11,17,7,4,-202.70702478750556,0.6118887037918046
33,427648,20.162261247634888,3,22,31,11,-141.44162686328036,0.6641438420737793
33,427648,20.162266731262207,8,17,19,10,-136.6821936986308,0.6682033086991358
33,427648,20.162272214889526,4,17,26,4,-135.68229617320475,0.6690561519879947
33,427648,20.162277221679688,12,18,6,1,-133.3223696373466,0.6710690057626342
33,427648,20.162296533584595,7,4,21,14,-117.20096690619397,0.6848194449592868
33,427648,20.162302017211914,2,18,33,4,-87.74394509309562,0.7099442429753288
34,440130,20.603748559951782,13,9,5,2,-259.00921260867784,0.5407707458960445
34,440130,20.60376262664795,6,16,23,5,-199.93712641573913,0.6376244547383177
34,440130,20.60377073287964,3,30,32,12,-170.9154787205781,0.6852079141544872
34,440130,20.603777170181274,12,17,7,2,-170.68828133895943,0.6855804235826654
34,440130,20.60378360748291,11,16,8,5,-162.4898364998713,0.6990224710974761
34,440130,20.603789567947388,4,18,27,5,-140.29833242847022,0.7354073292025981
34,440130,20.603795528411865,8,18,20,11,-121.63113438771092,0.7660137878611866
34,440130,20.603801250457764,7,8,22,15,-114.12674962085634,0.7783178648642467
34,440130,20.60380744934082,2,19,34,1,-76.56085750457443,0.8399103396169928
35,452535,21.064148664474487,6,15,24,6,-243.19032085455567,0.4182429536308537
35,452535,21.064165830612183,13,12,6,1,-204.01862042387145,0.4605349608820902
35,452535,21.06417751312256,3,23,33,13,-162.93883297142034,0.5048870479683432
35,452535,21.064188480377197,8,17,21,12,-159.39380833438113,0.5087144592373734
35,452535,21.064198970794678,4,16,28,6,-145.99732575028614,0.5231780677189649
35,452535,21.064209461212158,7,13,23,16,-145.30014559774952,0.5239307832697915
35,452535,21.06421971321106,11,18,9,6,-131.39677613625807,0.538941655803204
35,452535,21.06423020362854,12,18,8,1,-127.03786515527591,0.543647785299456
35,452535,21.06424045562744,2,18,35,2,-113.39395420078493,0.5583785315953343
36,465324,21.554794788360596,13,15,7,2,-222.27977437531283,0.5303170715400679
36,465324,21.554805517196655,3,21,34,14,-187.13521098193382,0.5645197382333248
36,465324,21.55481219291687,6,18,25,7,-168.28440646877607,0.5828653291700083
36,465324,21.554819345474243,12,20,9,2,-156.30913994637433,0.594519650916563
36,465324,21.554827451705933,11,20,10,7,-156.04229946483167,0.5947793399031159
36,465324,21.55483603477478,4,18,29,7,-150.49954956968367,0.6001735405681197
36,465324,21.554841995239258,8,19,22,13,-122.44666903699263,0.6274745860216007
36,465324,21.55484890937805,2,21,36,1,-64.89104043266019,0.6834876870933222
37,478570,22.078837156295776,6,17,26,8,-217.98407456242228,0.43001767561398213
37,478570,22.078850984573364,12,19,10,3,-174.4481639148515,0.4932935237120285
37,478570,22.078861474990845,11,19,11,8,-157.66413847966322,0.5176877175651892
37,478570,22.078871250152588,13,17,8,1,-142.60891118974703,0.5395692461908332
37,478570,22.07888102531433,2,20,37,2,-131.6296468855573,0.5555266994749527
37,478570,22.078887939453125,3,20,35,15,-126.96303049392534,0.5623092407273713
37,478570,22.07889461517334,4,19,30,8,-123.79253143749997,0.5669172990797826
37,478570,22.078903198242188,8,20,23,14,-91.1865209193884,0.6143074406419748
38,491849,22.58591890335083,13,19,9,2,-288.4132146833721,0.6009592375255604
38,491849,22.585933685302734,6,19,27,9,-230.37102319993087,0.6436503687799036
38,491849,22.585943937301636,11,22,12,9,-173.6371197192985,0.6853792294269707
38,491849,22.5859534740448,12,22,11,4,-148.87338243015708,0.7035934272706276
38,491849,22.585962772369385,8,23,24,15,-115.98805002039731,0.7277812121623866
38,491849,22.585973024368286,2,23,38,3,-103.95242927921149,0.7366336391927484
38,491849,22.585982084274292,4,23,31,9,-102.23760317563728,0.7378949262736634
39,505340,23.073367834091187,11,20,13,10,-241.8436483633409,0.4474170598403254
39,505340,23.07338285446167,6,18,28,10,-216.31955738601167,0.4748140256258577
39,505340,23.073394298553467,13,20,10,3,-197.79358688722238,0.49469937160546285
39,505340,23.073404788970947,12,23,12,1,-124.04087178555632,0.5738638211455139
39,505340,23.073415279388428,8,24,25,16,-118.1316754763511,0.5802066150670324
39,505340,23.07342529296875,4,24,32,10,-105.13576969269404,0.5941561181628763
39,505340,23.07343554496765,2,24,39,4,-93.18656726554555,0.6069821142131082
