iteration,num_frames,time_in_s,fitness,loss
0,25,8.177757263183594e-05,0.0,-2.579258680343628
1,50,0.012996912002563477,0.0,-4.176275730133057
2,75,0.02619457244873047,0.0,-3.5088272094726562
3,100,0.03882718086242676,0.0,-2.9241628646850586
4,125,0.05210161209106445,0.0,-2.366816282272339
5,150,0.06558847427368164,0.0,-1.1491879224777222
6,175,0.07835054397583008,0.0,0.20833539962768555
7,200,0.09145426750183105,0.0,0.5987541079521179
8,225,0.10443902015686035,0.0,1.4368220567703247
9,250,0.11717629432678223,0.0,-2.027824640274048
10,275,0.13311481475830078,-15.319869845086094,840.1160278320312
11,300,0.15129494667053223,-1.666532392976806,345.66510009765625
12,325,0.16526055335998535,-1.666532392976806,1.5735723972320557
13,350,0.17882323265075684,-1.666532392976806,-2.786914348602295
14,375,0.19247674942016602,-1.666532392976806,-3.5995025634765625
15,400,0.20624279975891113,-1.666532392976806,-4.720846176147461
16,425,0.2235124111175537,-15.871695581178493,522.2249755859375
17,450,0.2387700080871582,-15.871695581178493,-2.97578763961792
18,475,0.2529776096343994,-15.871695581178493,-3.18264102935791
19,500,0.26885485649108887,-14.401126912936574,678.5823364257812
20,525,0.28164005279541016,-14.401126912936574,-2.92856502532959
21,550,0.29445838928222656,-14.401126912936574,-3.5259697437286377
22,575,0.3102858066558838,-18.07280574113504,169.66629028320312
23,600,0.3227722644805908,-18.07280574113504,-2.6322078704833984
24,625,0.33541035652160645,-18.07280574113504,-3.182302713394165
25,650,0.3517303466796875,-18.07280574113504,-3.557399272918701
26,675,0.3673982620239258,-18.07280574113504,-3.4129977226257324
27,700,0.38241052627563477,-18.07280574113504,-2.7398228645324707
28,725,0.40030670166015625,-16.72784208907808,504.3246154785156
29,750,0.41429567337036133,-16.72784208907808,-2.665128707885742
30,775,0.4283885955810547,-16.72784208907808,-1.5263944864273071
31,800,0.4417698383331299,-16.72784208907808,-2.4664008617401123
32,825,0.45833539962768555,-14.612209131258853,494.2143859863281
33,850,0.4716658592224121,-14.612209131258853,-3.45862078666687
34,875,0.48486328125,-14.612209131258853,-2.588106393814087
35,900,0.49852919578552246,-14.612209131258853,-2.814210891723633
36,925,0.512096643447876,-14.612209131258853,-3.138148069381714
37,950,0.5247452259063721,-14.612209131258853,-3.1817786693573
38,975,0.5372738838195801,-14.612209131258853,-2.5210657119750977
39,1000,0.5798492431640625,-16.26147394406547,518.9369506835938
40,1025,0.5936317443847656,-16.26147394406547,-2.1047089099884033
41,1050,0.6061270236968994,-16.26147394406547,-2.6060779094696045
42,1075,0.6220746040344238,-17.22115902242995,518.5703125
43,1100,0.6353006362915039,-17.22115902242995,-2.6434929370880127
44,1125,0.6504788398742676,-17.22115902242995,-3.084479570388794
45,1150,0.6656432151794434,-17.22115902242995,-2.606128692626953
46,1175,0.6793348789215088,-17.22115902242995,-2.0966150760650635
47,1200,0.693336009979248,-17.22115902242995,-2.1570932865142822
48,1225,0.7071003913879395,-17.22115902242995,-2.246166706085205
49,1250,0.7218167781829834,-17.22115902242995,-1.0909465551376343
50,1275,0.7360632419586182,-17.22115902242995,-1.5075961351394653
51,1300,0.7507145404815674,-17.22115902242995,-3.061124324798584
52,1325,0.768195629119873,-13.892067578739804,162.15428161621094
53,1350,0.7824301719665527,-13.892067578739804,-3.687211275100708
54,1375,0.799523115158081,-11.458769870008036,343.4698791503906
55,1400,0.8163411617279053,-29.457132197066507,177.5404052734375
56,1425,0.8295848369598389,-29.457132197066507,-4.071726322174072
57,1450,0.8430154323577881,-29.457132197066507,-5.271759033203125
58,1475,0.8561863899230957,-29.457132197066507,-4.954179763793945
59,1500,0.8693981170654297,-29.457132197066507,-4.887803554534912
60,1525,0.8854753971099854,-21.921195816592626,847.2994995117188
61,1550,0.8990943431854248,-21.921195816592626,-3.797529935836792
62,1575,0.9119431972503662,-21.921195816592626,-4.455886363983154
63,1600,0.9275519847869873,-22.113380996343373,851.543701171875
