#{"t_start": 1620066158.2163148, "env_id": "BipedalWalker-v3"}
r,l,t
-115.871696,83,0.253896
-218.297195,1121,3.528581
-125.634371,343,4.512546
-108.632912,80,4.737433
-110.499118,108,5.046468
-106.870681,58,5.214315
-116.12043,76,5.425734
-87.508748,1600,9.93171
-113.109607,59,10.092776
-105.274898,101,10.37226
-122.458872,110,10.716296
-102.01149,65,10.894255
-105.360777,78,11.123597
-105.147307,59,11.290622
-113.526759,300,12.121689
-123.662987,300,12.978093
-118.803471,268,13.724584
-113.348215,223,14.330981
-102.468595,109,14.661578
-105.330426,55,14.819809
-102.750449,61,15.004914
-102.362982,95,15.268732
-97.992506,69,15.46749
-107.340418,40,15.588234
-102.600816,51,15.735279
-140.374075,833,18.048213
-104.686683,56,18.21
-125.093612,178,18.738096
-96.328464,1600,23.197426
-110.78114,70,23.377467
-93.793473,1600,27.794437
-89.33375,1600,32.25351
-115.937174,77,32.471045
-176.462211,1573,36.833861
-108.674744,51,36.980866
-138.762655,759,39.08638
-103.923711,63,39.277893
-103.07709,65,39.465384
-100.564014,69,39.668052
-87.610612,1600,44.156729
-105.377497,41,44.268119
-105.730844,68,44.443882
-97.677091,1600,48.938544
-192.542446,1227,52.358049
-108.926162,102,52.656389
-106.691769,62,52.839078
-106.07073,41,52.959035
-109.964462,56,53.12164
-104.106024,99,53.403707
-113.318147,77,53.627085
-104.588423,63,53.812074
-106.582481,136,54.216853
-110.883833,148,54.634972
-100.769058,74,54.838011
-102.525898,1600,59.211378
-108.44746,38,59.310844
-106.929585,51,59.461484
-110.974446,52,59.609815
-104.291929,60,59.780895
-105.876922,36,59.884138
-106.359132,57,60.043428
-131.8579,347,61.02626
-107.170798,64,61.221534
-132.00495,551,62.877686
-105.97779,35,62.97187
-102.614137,55,63.129722
-121.712059,203,63.721677
-109.86185,56,63.881715
-105.660972,180,64.384532
-74.983639,1600,68.866136
-104.484336,61,69.049159
-104.805919,44,69.17168
-104.369657,42,69.286018
-104.676883,46,69.425163
-104.787559,69,69.619992
-106.677468,58,69.786725
-107.935173,62,69.979456
-103.485845,55,70.127347
-103.180529,67,70.320096
-103.986286,50,70.470613
-103.405328,69,70.661077
-104.658985,72,70.8599
-106.337585,43,70.982215
-100.958462,1600,75.467104
-106.063647,38,75.586142
-106.969049,43,75.703005
-105.740123,37,75.814127
-107.054571,34,75.915281
-107.255915,60,76.073015
-108.30453,67,76.267964
-100.512783,1600,80.719336
-117.071446,129,81.074595
-97.446499,1600,85.555434
-105.980549,1600,90.052128
-107.511735,39,90.157859
-104.588553,48,90.28353
-110.90201,51,90.433368
-93.992981,1600,94.936443
-104.549062,37,95.038786
-107.208317,59,95.211318
-104.819721,42,95.330503
-105.3075,49,95.470642
-104.480621,61,95.62984
-108.01478,51,95.774609
-104.81873,56,95.918704
-105.148745,53,96.067518
-125.712059,134,96.427004
-107.916513,119,96.794347
-106.934901,71,96.997931
-129.865473,1600,101.509003
-105.389307,60,101.679854
-105.392884,43,101.795288
-106.326158,68,101.992606
-107.18128,57,102.142561
-102.984984,57,102.314941
-107.633306,64,102.494869
-106.649208,1600,106.949956
-118.748,86,107.184417
-104.381903,59,107.351427
-111.443895,65,107.527734
-117.922517,141,107.913624
-106.055368,41,108.033655
-119.714229,186,108.550758
-107.461422,40,108.672464
-103.173384,52,108.806734
-105.975071,63,108.983839
-108.36821,60,109.145369
-113.210344,80,109.359245
-106.032609,1600,113.811087
-117.490919,89,114.045449
-109.193033,101,114.320506
-124.699789,132,114.706482
-103.243332,73,114.910415
-104.619132,41,115.027999
-105.866615,34,115.128912
-105.907872,46,115.254547
-107.308669,39,115.36419
-96.377613,1600,119.831887
-106.326099,41,119.939069
-108.962677,106,120.226989
-106.033872,49,120.365275
-92.432266,1600,124.793026
-109.882049,79,125.01144
-96.414625,1600,129.50335
-104.059468,69,129.694904
-107.34742,43,129.813218
-109.400804,103,130.100605
-111.248506,66,130.278224
-104.264656,66,130.475559
-108.760492,81,130.737011
-114.566559,94,131.023859
-109.260122,46,131.151494
-107.937104,48,131.302375
-104.864275,43,131.425388
-106.568504,35,131.52918
-103.902206,68,131.721156
-111.931622,70,131.928226
-108.165407,1600,136.388681
-158.138696,833,138.742074
-104.909422,44,138.864677
-109.143115,56,139.014156
-104.235958,59,139.179065
-104.914456,46,139.296816
-105.157952,41,139.415579
-105.987952,40,139.526957
-105.945206,56,139.684315
-125.984847,1600,144.254826
-108.40038,44,144.376186
-105.118678,42,144.489563
-107.135793,49,144.64778
-107.054967,50,144.785837
-105.501376,67,144.97263
-111.49177,78,145.187567
-106.027529,41,145.300682
-113.616865,78,145.511669
-108.490911,86,145.750945
-107.072932,45,145.879984
-105.56061,35,145.983923
-111.995057,66,146.167513
-107.196387,54,146.325291
-108.13761,53,146.472008
-108.036867,67,146.658547
-103.353631,63,146.845922
-105.15375,56,146.994137
-112.374298,62,147.173343
-108.077671,70,147.37606
-131.683857,1600,151.934379
-101.2421,81,152.160495
-112.629057,1600,156.665345
-107.383037,57,156.826835
-104.881898,62,157.010962
-110.317889,47,157.132773
-82.806554,1600,161.643655
-107.067254,54,161.797988
-108.417654,42,161.918074
-106.806936,50,162.070048
-116.13206,114,162.392793
-104.568328,72,162.584324
-109.864903,1600,167.052655
-109.771396,52,167.226919
-110.806475,47,167.368198
-104.087113,1600,171.89235
-105.546104,43,172.021455
-106.088632,35,172.115445
-105.809986,36,172.222476
-104.421452,45,172.343866
-102.962414,65,172.520889
-106.695352,49,172.681798
-110.289079,54,172.848436
-105.418104,43,172.964537
-106.740386,42,173.084147
-106.177185,59,173.251024
-110.492765,42,173.378845
-107.191608,45,173.501443
-107.01127,52,173.64213
