iteration,num_frames,time_in_s,species_id,size,age,stagnation,fitness,adjusted_fitness
0,198960,0.001399993896484375,1,200,0,0,,
1,396714,0.42882370948791504,1,200,1,1,63.34144002095043,0.27674018513867166
2,596143,0.831852912902832,1,200,2,1,85.91778884065624,0.3716070149287785
