#{"t_start": 1620064830.054368, "env_id": "LunarLander-v2"}
r,l,t
-54.623819,102,0.285545
-205.300623,95,0.534314
-541.977995,175,1.007669
-226.286838,129,1.354637
-186.558562,136,1.71957
-137.909332,108,2.003336
-429.248648,123,2.325024
-98.888358,190,2.849587
-59.47585,123,3.173367
79.240093,1000,6.653841
-286.68267,270,7.455502
-184.616088,140,7.87121
-263.836659,212,8.511195
-268.404909,242,9.315791
-315.67567,263,10.191601
-153.427254,221,10.810958
-47.001108,128,11.199497
-210.091463,214,11.870675
-132.161012,285,12.861813
-69.265123,196,13.431407
-361.730355,216,14.026744
-244.891196,147,14.413262
-257.638972,279,15.369361
-266.159487,200,16.100448
-105.974812,185,16.858359
-337.381281,369,18.14446
-65.419317,246,18.877203
-58.24655,278,19.665542
-27.288142,167,20.171184
-279.938373,408,21.358138
-259.311649,281,22.154876
74.36159,1000,25.704823
-175.527846,153,26.252438
-56.062862,204,26.949803
-53.339995,229,27.66329
103.041355,1000,30.819132
-255.044017,273,31.63455
-187.997313,212,32.348106
-137.117037,179,32.970572
-33.338107,167,33.578496
-96.245341,183,34.15225
-83.10034,178,34.634311
-242.006928,151,35.102267
-267.58167,270,35.849485
-180.759484,184,36.371769
-185.786474,171,36.89654
-205.907305,221,37.528343
-96.50828,211,38.17015
-264.048416,217,38.90819
-320.340519,238,39.670859
-314.428284,230,40.407851
-102.419586,254,41.288869
-215.148513,232,42.041927
-302.645156,270,42.852903
-137.794082,216,43.476322
-284.942189,290,44.400478
-226.518618,303,45.509641
-10.129819,231,46.405879
7.492254,257,47.449793
-212.444397,216,48.100238
-64.245608,229,48.854966
-77.20679,208,49.536764
-232.896859,226,50.264988
-222.070684,238,50.973743
-21.120498,182,51.491584
-127.771297,328,52.450594
20.376334,205,53.077947
-235.335116,225,53.735516
-161.229649,289,54.592648
16.938234,280,55.457436
-262.261731,242,56.237077
-273.775699,281,57.246971
-107.605718,222,58.043203
-68.092133,179,58.75413
-195.05024,219,59.629518
7.27551,198,60.416383
-17.049598,289,61.465697
-22.196157,309,62.388858
-290.862691,182,63.034833
-135.901157,336,64.030524
58.517509,1000,67.756741
-238.504216,336,69.171388
-169.487789,195,69.778358
-228.209587,274,70.577059
61.820883,188,71.246469
-71.964338,239,72.131358
-58.722441,237,73.052161
-213.91162,206,73.765437
-177.851089,274,74.615572
10.363946,1000,78.828341
-12.625456,258,79.796207
14.300283,202,80.563947
-21.752513,245,81.474043
-197.898997,247,82.298647
-80.640252,213,83.036475
-113.839325,239,83.830321
-259.143665,251,84.590743
-55.719654,207,85.235051
-194.232171,198,85.836308
-200.14135,201,86.466188
76.170163,1000,89.97872
23.174549,1000,93.391709
-203.552841,148,93.851772
-205.351869,212,94.542012
-247.651157,233,95.364163
-19.024784,204,95.971345
-234.520086,216,96.574906
-101.548218,168,97.069632
-18.750964,279,97.951857
-243.187545,260,98.82431
-19.558999,167,99.401372
31.149102,1000,102.865808
-172.737957,165,103.406435
-222.33541,208,104.083248
-151.027856,255,104.928722
-221.378556,219,105.673044
-236.620937,257,106.689152
-29.394695,338,107.706168
-47.025305,232,108.369685
-197.786619,245,109.141557
-61.253656,227,109.869698
-267.362495,224,110.662503
6.063071,238,111.523119
-43.223409,182,112.141447
-8.385026,247,112.838251
72.328619,1000,116.214331
-205.77499,357,117.463992
-198.155721,241,118.374622
-303.717741,352,119.754516
-168.085136,165,120.456244
-45.099216,266,121.500149
-20.935879,339,122.548131
-12.484116,232,123.383563
-47.116714,307,124.442901
-256.784368,329,125.578999
-22.708878,240,126.44644
-218.071555,242,127.448633
-13.323483,202,128.102947
-186.654002,228,128.78284
-235.278204,365,129.886369
-265.323655,318,130.834413
-7.57454,223,131.438854
-196.717529,274,132.231093
-215.700475,284,133.128851
-14.236386,176,133.661786
-274.903443,233,134.315379
-240.519536,221,134.966129
-148.244084,254,135.829467
-257.507962,245,136.716975
-172.765245,203,137.456384
-60.458226,200,138.180348
-51.757595,182,138.854287
-74.645304,244,139.579737
-229.89704,304,140.594187
-27.831882,253,141.446128
-32.029198,196,142.016633
-211.684788,239,142.798773
17.16366,182,143.366546
-202.29772,234,144.142472
-64.577796,243,144.915543
-21.441198,240,145.594784
-259.577262,194,146.146811
-252.4559,309,147.1535
51.249021,1000,150.518096
138.202295,1000,154.12817
-276.823496,200,154.744246
-138.507803,219,155.506711
-24.317937,216,156.237174
-220.462801,148,156.746541
-29.714726,162,157.228495
-191.282884,216,157.828706
89.803041,1000,161.326938
-210.733362,228,162.048004
-146.126594,289,163.075208
27.229735,270,163.887848
-259.275206,264,164.678412
-251.25689,160,165.178332
-19.181286,181,165.7444
-55.125565,185,166.348027
-265.699178,250,167.186756
-184.716749,206,167.798242
-204.376127,285,168.813175
-217.485822,150,169.366194
30.000844,1000,172.818864
-216.364436,241,173.671878
-228.154425,265,174.680078
-181.735489,185,175.287831
-222.605077,230,175.962814
-268.9027,285,176.829569
6.408354,314,177.844149
-248.803404,184,178.352589
-62.149653,235,179.103714
47.554725,1000,182.510198
-31.34424,266,183.424287
59.521582,1000,186.918962
-83.668602,259,187.79623
-167.74566,306,188.836043
-239.785377,240,189.595251
-260.220033,243,190.411877
-48.373906,240,191.273909
-324.847263,353,192.327757
99.789482,1000,195.47253
-216.09724,253,196.229607
-58.171738,247,196.972135
-242.388838,263,197.828469
-176.916125,234,198.609591
-188.868708,218,199.294967
-252.789401,247,200.046543
17.946232,226,200.724371
-264.993761,301,201.622172
149.744569,1000,204.678713
-175.906314,244,205.465266
-151.991087,247,206.269221
-279.91271,266,207.194665
-241.997518,232,207.862728
-299.176572,307,208.915005
-24.008495,254,209.768597
-287.955556,333,210.872131
124.734961,1000,214.164174
101.248566,1000,217.5181
-253.671018,217,218.122101
128.668335,1000,221.193869
-113.090191,209,221.826028
-88.465227,193,222.427747
-269.360676,233,223.233153
-194.45621,283,224.136893
132.91482,1000,227.183917
-196.56168,246,227.937468
-52.198409,286,228.905737
-269.979188,326,229.974342
-22.572239,200,230.642221
3.485838,246,231.404701
-65.177293,207,232.063236
-211.913177,290,233.009314
-323.516821,209,233.607853
-91.625965,211,234.218842
-314.43441,286,235.103435
-140.502796,239,235.798779
-245.785367,219,236.428183
-264.103723,239,237.132532
-288.497418,309,237.999704
-270.728423,221,238.722324
-279.193721,387,239.930252
-77.721108,318,240.898792
-233.570983,268,241.677533
-198.325258,295,242.591229
-260.282718,248,243.47114
-239.754416,230,244.33614
-192.875606,224,245.23478
-243.775161,314,246.391428
-320.138597,244,247.055175
-96.556393,183,247.574293
88.202545,1000,251.07254
-207.749645,267,251.938219
-267.075777,231,252.601198
-194.526675,227,253.237566
-267.746523,339,254.269989
-246.714609,234,254.949969
-253.929329,387,256.08365
-88.977318,297,256.941151
-59.144358,252,257.673325
-26.73439,291,258.51288
-254.862057,275,259.424348
-220.344008,356,260.594959
-316.884121,274,261.406011
-20.860339,256,262.187938
-272.630701,234,262.909712
-131.699937,245,263.657699
81.868524,1000,267.011581
-20.324522,301,267.968705
-2.864345,224,268.61272
-214.395194,274,269.458868
-279.005503,505,271.08193
-99.22918,217,271.856102
-252.603192,288,272.970032
-169.998701,287,273.865292
-130.024634,266,274.763715
-292.31547,245,275.639453
-110.995719,409,277.012576
-32.65792,278,277.950604
-53.703838,266,278.94428
-186.116667,205,279.624404
-272.171278,288,280.483458
-266.154179,296,281.3469
-73.551518,281,282.161338
-22.108916,213,282.859875
58.809846,1000,286.231533
-259.188142,238,286.979906
-69.127185,256,287.811068
46.184402,1000,291.083081
-286.665256,342,292.132556
-53.849891,282,293.044527
-12.685753,312,294.084117
-237.544506,320,295.324418
-263.118019,235,296.278526
119.520732,1000,299.784292
-273.814711,316,300.777181
-233.90907,363,301.994235
120.914398,1000,305.435771
-240.591035,223,306.105939
-226.690482,298,307.002981
133.806874,1000,310.222476
-54.714586,190,310.830337
-260.218388,253,311.539765
-254.403096,309,312.505074
28.762234,1000,315.78519
-320.218157,366,316.924941
-230.025988,250,317.660197
-301.485175,227,318.326547
-274.798185,290,319.261035
85.956421,1000,322.888089
-106.175252,209,323.534534
-108.609816,369,324.710726
-257.324073,306,325.760016
-249.315029,312,326.709845
-7.410125,261,327.495932
