num_frames,fitness,loss
25,0.0,
50,0.0,
75,0.0,
100,0.0,
125,0.0,
150,0.0,
175,0.0,
200,0.0,
225,0.0,
250,0.0,
275,0.0,
300,0.0,
325,0.0,
350,0.0,
375,-290.40030921204016,
400,-290.40030921204016,
425,-32.41130758821964,
450,-32.41130758821964,
475,-32.41130758821964,
500,-32.41130758821964,
525,-377.83386801183224,
550,-377.83386801183224,
575,-191.95956667605788,
600,-191.95956667605788,
625,-191.95956667605788,
650,-191.95956667605788,
675,-191.95956667605788,
700,-502.6372463107109,
725,-502.6372463107109,
750,-502.6372463107109,
775,-502.6372463107109,
800,-502.6372463107109,
825,-54.92342984303832,
850,-54.92342984303832,
875,-54.92342984303832,
900,-54.92342984303832,
925,-54.92342984303832,
950,-278.8938831135165,
975,-278.8938831135165,
1000,-278.8938831135165,
1025,-278.8938831135165,
1050,-278.8938831135165,
1075,-345.97093323245645,
1100,-345.97093323245645,
1125,-345.97093323245645,
1150,-345.97093323245645,
1175,-345.97093323245645,
1200,-345.97093323245645,
1225,-345.97093323245645,
1250,-345.97093323245645,
1275,-345.97093323245645,
1300,-317.30614752694964,
1325,-317.30614752694964,
1350,-317.30614752694964,
1375,-317.30614752694964,
1400,-500.36348092835397,
1425,-381.67944249138236,
1450,-381.67944249138236,
1475,-381.67944249138236,
1500,-381.67944249138236,
1525,-381.67944249138236,
1550,-381.67944249138236,
1575,-382.4781379830092,
1600,-457.50894946604967,
1625,-457.50894946604967,
1650,-457.50894946604967,
1675,-457.50894946604967,
1700,-457.50894946604967,
1725,-457.50894946604967,
1750,-457.50894946604967,
1775,-457.50894946604967,
1800,-457.50894946604967,
1825,-319.57839234545827,
1850,-319.57839234545827,
1875,-319.57839234545827,
1900,-334.5454662963748,
1925,-334.5454662963748,
1950,-334.5454662963748,
1975,-334.5454662963748,
2000,-396.95414444617927,
2025,-396.95414444617927,
2050,-217.48130694776773,
2075,-217.48130694776773,
2100,-217.48130694776773,
2125,-217.48130694776773,
2150,-217.48130694776773,
2175,-217.48130694776773,
2200,-217.48130694776773,
2225,-217.48130694776773,
2250,-217.48130694776773,
2275,-217.48130694776773,
2300,-217.48130694776773,
2325,-217.48130694776773,
2350,-217.48130694776773,
2375,-217.48130694776773,
2400,-178.8311626650393,
2425,-178.8311626650393,
2450,-178.8311626650393,
2475,-178.8311626650393,
2500,-178.8311626650393,
2525,-178.8311626650393,
2550,-286.4795367550105,
2575,-286.4795367550105,
2600,-286.4795367550105,
2625,-286.4795367550105,
2650,-286.4795367550105,
2675,-286.4795367550105,
2700,-286.4795367550105,
2725,-286.4795367550105,
2750,-173.87477706372738,
2775,-173.87477706372738,
2800,-152.52714897319674,
2825,-152.52714897319674,
2850,-382.7664226992056,
2875,-382.7664226992056,
2900,-382.7664226992056,
2925,-382.7664226992056,
2950,-382.7664226992056,
2975,-382.7664226992056,
3000,-382.7664226992056,
3025,-382.7664226992056,
3050,-382.7664226992056,
3075,-382.7664226992056,
3100,-382.7664226992056,
3125,-382.7664226992056,
3150,-382.7664226992056,
3175,-382.7664226992056,
3200,-155.8330041039735,
3225,-155.8330041039735,
3250,-155.8330041039735,
3275,-155.8330041039735,
3300,-155.8330041039735,
3325,-155.8330041039735,
3350,-155.8330041039735,
3375,-143.51854053279385,
3400,-281.7383864969015,
3425,-281.7383864969015,
3450,-281.7383864969015,
3475,-281.7383864969015,
3500,-281.7383864969015,
3525,-281.7383864969015,
3550,-281.7383864969015,
3575,-281.7383864969015,
3600,-281.7383864969015,
3625,-281.7383864969015,
3650,-281.7383864969015,
3675,-281.7383864969015,
3700,-281.7383864969015,
3725,-281.7383864969015,
3750,-281.7383864969015,
3775,-281.7383864969015,
3800,-236.77981177344918,
3825,-236.77981177344918,
3850,-159.39763670531102,
3875,-159.39763670531102,
3900,-159.39763670531102,
3925,-137.90234088315628,
3950,-148.0539359394461,
3975,-148.0539359394461,
4000,-148.0539359394461,
4025,-148.0539359394461,
4050,-148.0539359394461,
4075,-148.0539359394461,
4100,-148.0539359394461,
4125,-148.0539359394461,
4150,-148.0539359394461,
4175,-148.0539359394461,
4200,-148.0539359394461,
4225,-148.0539359394461,
4250,-148.0539359394461,
4275,-148.0539359394461,
4300,-148.0539359394461,
4325,-148.0539359394461,
4350,-109.03397067636251,
4375,-109.03397067636251,
4400,-109.03397067636251,
4425,-109.03397067636251,
4450,-109.03397067636251,
4475,-109.03397067636251,
4500,-109.03397067636251,
4525,-109.03397067636251,
4550,-109.03397067636251,
4575,-109.03397067636251,
4600,-109.03397067636251,
4625,-109.03397067636251,
4650,-109.03397067636251,
4675,-109.03397067636251,
4700,-109.03397067636251,
4725,-109.03397067636251,
4750,-109.03397067636251,
4775,-109.03397067636251,
4800,-309.84079061076045,
4825,-309.84079061076045,
4850,-309.84079061076045,
4875,-309.84079061076045,
4900,-309.84079061076045,
4925,-147.4416744299233,
4950,-284.9296025922522,
4975,-284.9296025922522,
5000,-284.9296025922522,
5025,-284.9296025922522,
5050,-284.9296025922522,
5075,-284.9296025922522,
5100,-284.9296025922522,
5125,-93.51325801201165,
5150,-93.51325801201165,
5175,-637.0040767900646,
5200,-637.0040767900646,
5225,-637.0040767900646,
5250,-637.0040767900646,
5275,-637.0040767900646,
5300,-637.0040767900646,
5325,-637.0040767900646,
5350,-128.50231329724193,
5375,-128.50231329724193,
5400,-128.50231329724193,
5425,-128.50231329724193,
5450,-128.50231329724193,
5475,-175.36919045820832,
5500,-175.36919045820832,
5525,-175.36919045820832,
5550,-175.36919045820832,
5575,-147.70070825796574,
5600,-147.70070825796574,
5625,-115.53729460388422,
5650,-115.53729460388422,
5675,-115.53729460388422,
5700,-115.53729460388422,
5725,-115.53729460388422,
5750,-66.45717252977192,
5775,-66.45717252977192,
5800,-66.45717252977192,
5825,-66.45717252977192,
5850,-66.45717252977192,
5875,-66.45717252977192,
5900,-66.45717252977192,
5925,-66.45717252977192,
5950,-66.45717252977192,
5975,-66.45717252977192,
6000,-66.45717252977192,
6025,-55.92927582934499,
6050,-55.92927582934499,
6075,-55.92927582934499,
6100,-55.92927582934499,
6125,-55.92927582934499,
6150,-55.92927582934499,
6175,-55.92927582934499,
6200,-24.49746896699071,
6225,-24.49746896699071,
6250,-24.49746896699071,
