#{"t_start": 1620061831.6338131, "env_id": "LunarLander-v2"}
r,l,t
-32.41131,83,2.21602
-269.093267,102,2.45049
-457.698102,132,2.78011
-398.899258,79,2.958939
-285.778069,109,3.209693
-281.235946,171,3.618891
-140.071979,112,3.875765
-178.590437,306,4.653668
-61.713942,177,5.10226
-590.607818,250,5.754835
-253.943469,198,6.390527
-54.118596,151,6.930987
-78.031154,348,8.518235
-111.30866,222,9.222605
130.587191,1000,13.132954
-305.046305,411,14.467068
-232.041661,196,15.00493
-41.337534,364,16.166515
-29.148886,176,16.770718
-257.304221,227,17.510666
-81.025813,188,18.185514
146.298102,1000,21.740284
-209.156894,270,22.585475
-182.829891,204,23.22906
-191.47219,217,23.986793
-63.574791,171,24.582977
13.495029,226,25.45207
-231.633816,200,26.25752
-79.044972,159,26.825471
-28.575802,169,27.44284
-94.990561,290,28.452498
-168.025115,214,29.111017
-236.551838,256,29.935996
-211.880639,280,30.962436
-63.291,380,32.268119
-133.907671,164,32.794667
-245.342493,268,33.609082
-54.861454,347,34.757818
149.978013,1000,38.769229
233.997335,615,41.573227
286.293854,388,42.944456
-142.993883,135,43.316307
143.385011,1000,46.646127
-11.903413,273,47.479902
-171.735854,140,48.016771
-181.294998,220,48.672972
247.984154,297,49.605809
44.457515,157,50.124536
260.09104,364,51.280529
-43.468091,148,51.695904
18.245501,138,52.113117
76.674262,160,52.596246
-29.200079,152,53.118948
-37.529613,149,53.602742
19.619456,143,53.989665
66.22852,120,54.30321
-147.433105,134,54.644639
-132.909272,134,55.038431
-183.639942,192,55.56869
-10.412819,211,56.223727
-2.442563,194,56.762985
85.380678,119,57.066004
241.409203,274,57.807791
29.36825,240,58.55945
-55.79609,193,59.15679
258.668699,338,60.305126
-13.576336,269,61.155362
234.184494,306,62.131545
217.109767,502,63.870322
-45.841205,312,64.811981
-168.500541,136,65.211264
-92.67745,99,65.544257
7.624257,216,66.322518
-20.35442,149,66.731331
-160.791551,153,67.155628
-6.266236,265,67.948279
2.964784,151,68.35042
217.854359,340,69.491153
-13.045795,202,70.124002
216.459965,442,71.617588
-29.446219,183,72.179895
274.895372,317,73.494682
13.59798,175,74.131583
31.410297,216,74.860843
15.290957,173,75.485702
-22.926318,250,76.444064
4.652189,225,77.201074
16.738632,150,77.652411
241.696544,356,79.030469
246.772948,326,80.085174
21.367476,252,80.927032
-57.074303,477,82.634054
-58.997179,456,84.317872
46.740806,212,85.088443
-56.112148,478,87.391368
22.058424,386,88.965283
52.377411,163,89.728797
178.205233,768,93.527645
224.641496,549,95.39205
-9.36351,393,97.220663
22.800611,282,98.278782
30.905745,264,99.349476
-40.481668,220,100.277232
27.70282,161,100.891776
35.640025,224,101.541588
202.973476,532,103.706464
-19.772525,160,104.256038
-43.946735,439,105.962273
-46.354914,469,107.769714
222.236238,555,110.671048
212.352908,539,112.900262
198.981731,631,115.432674
140.083897,813,120.100931
-29.564323,269,121.006275
159.078352,768,125.142065
16.887488,162,125.999272
28.744331,203,126.675988
-25.869892,292,127.730787
-0.469992,472,129.911384
11.919204,190,130.760027
207.404639,568,133.001559
21.415107,278,134.054135
-6.42706,453,136.256271
74.442787,142,136.764877
49.541131,166,137.465488
86.240716,1000,141.475267
215.568813,491,143.565793
5.176424,373,145.0839
250.356627,410,146.72295
229.587556,492,149.060869
210.374677,504,151.140376
225.72563,430,153.048726
227.429113,582,155.339685
214.502351,434,157.119572
234.145157,372,158.556801
234.683898,477,160.621893
211.555343,463,162.390387
245.696398,440,164.027743
222.644952,443,165.729579
243.824818,456,167.647449
285.962051,419,169.595583
227.773974,426,171.227586
218.384585,642,174.210032
245.610798,521,176.198578
43.037395,379,177.760815
93.966865,1000,182.371995
32.895035,310,183.504823
-3.092446,298,184.697227
246.166046,608,187.777288
-16.812998,258,188.747723
251.209368,386,190.196562
33.642235,372,191.506248
229.161994,596,194.133388
9.989925,394,195.659283
246.659066,423,197.178197
237.603404,406,198.639585
22.060706,268,199.501079
238.158331,371,200.789605
242.734633,411,202.528445
243.870894,344,203.681485
-72.399673,296,204.626374
-13.144278,261,205.485715
-41.043746,290,206.465899
-25.453522,315,207.603024
-9.649039,241,208.599655
222.714919,394,210.063597
35.630789,334,211.133471
-13.720152,245,211.873174
-74.211587,510,213.739261
230.487131,529,216.081969
-144.075205,683,219.36688
187.579771,869,224.800757
213.809158,783,227.884976
-30.604404,256,228.677516
209.050024,634,230.876673
-100.126196,283,231.799122
205.89712,308,232.758601
188.440176,412,234.184346
157.465405,410,235.716366
-85.217314,361,237.145575
-119.662131,1000,242.450378
-88.21268,1000,248.343455
-96.402097,1000,253.776418
164.448394,734,258.019059
-48.290883,259,259.37942
188.766658,679,262.681726
-3.494909,369,264.522323
165.288803,913,269.524772
-26.496498,1000,273.97219
-103.886836,229,274.808376
-46.17461,362,276.12822
-53.262452,396,277.562445
-77.666225,144,278.054459
-70.440658,216,278.73112
180.145738,347,279.85942
-96.767118,256,280.750204
-90.583668,224,281.42736
-65.88331,195,281.941654
-93.229123,150,282.425317
-68.083211,183,283.050787
-75.901946,180,283.63918
223.15089,318,284.627618
253.287594,287,285.503713
-98.042304,244,286.165219
-32.560947,166,286.577768
-32.992305,180,287.087205
-90.652456,200,287.678764
-78.051523,251,288.372919
-76.345029,149,288.868406
259.796283,276,289.685269
-31.347666,208,290.217918
-20.478603,186,290.788487
-63.130676,180,291.288069
-161.160234,268,292.121779
8.447213,221,292.873575
-76.63595,188,293.519171
-12.043311,178,294.09534
-42.864135,202,294.616622
-110.130653,218,295.225113
-88.708469,157,295.61886
-78.792582,211,296.175312
-79.223088,182,296.643884
-60.090468,352,297.573672
-35.400198,162,297.990963
-95.772879,132,298.348535
-55.650135,184,298.831634
-95.926462,125,299.134875
219.645114,259,299.904821
-101.164782,146,300.36672
-90.556351,241,301.249611
171.153097,317,302.25432
-56.04608,246,302.921983
184.302536,491,304.451907
118.698957,1000,308.184885
94.984765,988,311.795133
-140.169765,397,312.997486
-80.609647,156,313.487882
-85.914819,197,314.202595
237.091325,290,315.368731
-83.08496,211,316.186942
-77.523888,169,316.87072
180.093058,413,318.332996
-98.806337,158,318.879778
-70.789826,168,319.376484
-89.522716,1000,325.017783
-109.113423,139,325.495869
-92.89167,410,327.306638
-84.081181,169,328.028301
132.709865,696,331.777794
-154.012935,418,333.720648
-113.539916,224,334.60506
-115.602599,316,335.738084
-134.058126,308,337.271654
124.110015,569,340.227438
-124.629265,259,341.270945
-146.470489,266,342.631631
-112.818648,364,345.068009
-98.333619,258,346.749258
-91.316786,198,347.609009
-124.044531,265,348.744127
-76.332041,181,349.394672
-160.272459,342,350.824069
-115.473658,164,351.714357
-119.26493,126,352.422762
-186.936324,639,355.534637
-89.235939,215,356.389783
-97.090346,315,357.535661
117.994043,687,361.368051
-66.559709,211,362.185801
-94.538059,232,362.914563
-80.63525,143,363.540911
-46.282132,1000,369.856008
-126.209928,384,372.018934
-95.50155,393,373.745259
-93.775037,1000,379.531434
-202.412344,671,382.014094
-80.668085,202,383.061488
-68.360777,293,384.933783
-81.174493,1000,389.796218
-121.421213,1000,395.896549
-45.12261,1000,402.132009
-162.986738,814,406.786156
-101.185404,212,407.710471
-74.892157,182,408.66161
