iteration,num_frames,time_in_s,species_id,size,age,stagnation,fitness,adjusted_fitness
0,199209,0.0018303394317626953,1,200,0,0,,
1,398306,0.407057523727417,1,200,1,1,70.31835529895469,0.2710807722556359
2,598092,0.8250908851623535,1,200,2,1,75.87597211075456,0.3580103496579223
