iteration,num_frames,time_in_s,fitness,loss
0,25,8.535385131835938e-05,0.0,101.95429229736328
1,50,0.011995792388916016,0.0,294.8990173339844
2,75,0.02372455596923828,0.0,404.3485107421875
3,100,0.035370588302612305,0.0,236.8000946044922
4,125,0.04662919044494629,0.0,184.4709930419922
5,150,0.05841851234436035,0.0,294.4118957519531
6,175,0.07021427154541016,0.0,386.0170593261719
7,200,0.081695556640625,0.0,221.35519409179688
8,225,0.09314608573913574,0.0,229.923828125
9,250,0.10471224784851074,0.0,148.8857879638672
10,275,0.11628437042236328,0.0,112.74617004394531
11,300,0.12752628326416016,0.0,287.53338623046875
12,325,0.1393451690673828,0.0,217.0756072998047
13,350,0.15091967582702637,0.0,203.74891662597656
14,375,0.162614107131958,0.0,76.97455596923828
15,400,0.19052505493164062,0.0,218.8561248779297
16,425,0.2117621898651123,0.0,210.7554931640625
17,450,0.22393798828125,0.0,247.1359405517578
18,475,0.23615241050720215,0.0,235.37547302246094
19,500,0.24785995483398438,0.0,209.4575958251953
20,525,0.2593228816986084,0.0,234.82369995117188
21,550,0.2709078788757324,0.0,201.17994689941406
22,575,0.28213024139404297,0.0,208.56121826171875
23,600,0.2933385372161865,0.0,66.52950286865234
24,625,0.3051483631134033,0.0,462.3552551269531
25,650,0.31666064262390137,0.0,490.99993896484375
26,675,0.3277473449707031,0.0,130.20323181152344
27,700,0.33939504623413086,0.0,140.1778564453125
28,725,0.35134243965148926,0.0,534.8329467773438
29,750,0.3632628917694092,0.0,441.994140625
30,775,0.37465882301330566,0.0,156.6048583984375
31,800,0.38666725158691406,0.0,277.82489013671875
32,825,0.3984551429748535,0.0,586.7685546875
33,850,0.40952515602111816,0.0,355.8332214355469
34,875,0.42115259170532227,0.0,197.49107360839844
35,900,0.43233203887939453,0.0,378.929931640625
36,925,0.4436616897583008,0.0,529.2813720703125
37,950,0.45523786544799805,0.0,203.54872131347656
38,975,0.4667184352874756,0.0,260.0801086425781
39,1000,0.47962188720703125,-1286.019641032296,571.6366577148438
40,1025,0.49262213706970215,-1286.019641032296,68.37202453613281
41,1050,0.5041744709014893,-1286.019641032296,369.5894470214844
42,1075,0.5153920650482178,-1286.019641032296,373.3583679199219
43,1100,0.5265629291534424,-1286.019641032296,121.39738464355469
44,1125,0.5381872653961182,-1286.019641032296,41.57012939453125
45,1150,0.5499024391174316,-1286.019641032296,489.9822082519531
46,1175,0.5610277652740479,-1286.019641032296,555.74755859375
47,1200,0.5725362300872803,-1286.019641032296,75.68772888183594
48,1225,0.584136962890625,-1286.019641032296,98.12205505371094
49,1250,0.5955677032470703,-1286.019641032296,614.875
50,1275,0.6070261001586914,-1286.019641032296,489.75775146484375
51,1300,0.619020938873291,-1286.019641032296,84.74444580078125
52,1325,0.6307199001312256,-1286.019641032296,298.2254638671875
53,1350,0.6421089172363281,-1286.019641032296,684.1243896484375
54,1375,0.6537389755249023,-1286.019641032296,262.923095703125
55,1400,0.6652863025665283,-1286.019641032296,91.01885223388672
56,1425,0.6768286228179932,-1286.019641032296,534.54931640625
57,1450,0.6884720325469971,-1286.019641032296,499.6643371582031
58,1475,0.7015151977539062,-1286.019641032296,148.89340209960938
59,1500,0.7135307788848877,-1286.019641032296,226.45526123046875
60,1525,0.7256255149841309,-1286.019641032296,471.7063903808594
61,1550,0.7377936840057373,-1286.019641032296,398.55377197265625
62,1575,0.7488436698913574,-1286.019641032296,212.8615264892578
63,1600,0.7599265575408936,-1286.019641032296,293.0924072265625
64,1625,0.7714142799377441,-1286.019641032296,395.2799377441406
65,1650,0.7827298641204834,-1286.019641032296,325.14471435546875
66,1675,0.7940108776092529,-1286.019641032296,338.43707275390625
67,1700,0.8053712844848633,-1286.019641032296,346.7310791015625
68,1725,0.8169460296630859,-1286.019641032296,328.8324279785156
69,1750,0.8294188976287842,-1286.019641032296,348.9859619140625
70,1775,0.8416447639465332,-1286.019641032296,368.4344482421875
71,1800,0.8540403842926025,-1286.019641032296,304.0454406738281
72,1825,0.8662819862365723,-1286.019641032296,364.28436279296875
73,1850,0.8784477710723877,-1286.019641032296,460.97857666015625
74,1875,0.890580415725708,-1286.019641032296,342.8254089355469
75,1900,0.9025266170501709,-1286.019641032296,267.24700927734375
76,1925,0.9150328636169434,-1286.019641032296,325.7175598144531
77,1950,0.9273793697357178,-1286.019641032296,522.559326171875
78,1975,0.9412174224853516,-1286.019641032296,243.5399169921875
79,2000,0.9563884735107422,-1431.2070790773146,248.0506134033203
80,2025,0.9697186946868896,-1431.2070790773146,111.22944641113281
81,2050,0.9825146198272705,-1431.2070790773146,442.50738525390625
82,2075,0.9954385757446289,-1431.2070790773146,386.4645080566406
83,2100,1.0076723098754883,-1431.2070790773146,71.25906372070312
84,2125,1.0202593803405762,-1431.2070790773146,168.6658935546875
85,2150,1.0323967933654785,-1431.2070790773146,411.532958984375
86,2175,1.0443940162658691,-1431.2070790773146,258.3435974121094
87,2200,1.0567131042480469,-1431.2070790773146,294.3671569824219
88,2225,1.0691332817077637,-1431.2070790773146,424.6386413574219
89,2250,1.0810801982879639,-1431.2070790773146,354.1668701171875
90,2275,1.0928900241851807,-1431.2070790773146,252.13406372070312
91,2300,1.1049926280975342,-1431.2070790773146,280.46466064453125
92,2325,1.1170830726623535,-1431.2070790773146,298.9820556640625
93,2350,1.1295337677001953,-1431.2070790773146,274.986572265625
94,2375,1.141552448272705,-1431.2070790773146,322.21392822265625
95,2400,1.1535310745239258,-1431.2070790773146,490.5029602050781
96,2425,1.1665127277374268,-1431.2070790773146,292.7796936035156
97,2450,1.178633213043213,-1431.2070790773146,278.89715576171875
98,2475,1.1911249160766602,-1431.2070790773146,464.60443115234375
99,2500,1.204097032546997,-1431.2070790773146,430.5299987792969
100,2525,1.2155365943908691,-1431.2070790773146,313.70989990234375
101,2550,1.2273879051208496,-1431.2070790773146,325.2148742675781
102,2575,1.238912582397461,-1431.2070790773146,471.04254150390625
103,2600,1.250938892364502,-1431.2070790773146,371.58978271484375
104,2625,1.2621901035308838,-1431.2070790773146,311.64013671875
105,2650,1.2733540534973145,-1431.2070790773146,409.05303955078125
106,2675,1.284790277481079,-1431.2070790773146,442.0059509277344
107,2700,1.2960236072540283,-1431.2070790773146,309.9013671875
108,2725,1.3083508014678955,-1431.2070790773146,327.24102783203125
109,2750,1.3204379081726074,-1431.2070790773146,401.68914794921875
110,2775,1.3328511714935303,-1431.2070790773146,379.53411865234375
111,2800,1.3443715572357178,-1431.2070790773146,274.0946044921875
112,2825,1.3560762405395508,-1431.2070790773146,399.7471008300781
113,2850,1.3678488731384277,-1431.2070790773146,450.804931640625
114,2875,1.3794150352478027,-1431.2070790773146,306.05950927734375
115,2900,1.3909482955932617,-1431.2070790773146,359.2876281738281
116,2925,1.4024267196655273,-1431.2070790773146,399.9370422363281
117,2950,1.4152801036834717,-1431.2070790773146,367.4519348144531
118,2975,1.4287264347076416,-1431.2070790773146,334.46710205078125
119,3000,1.4428341388702393,-1484.1881445414747,341.8000793457031
120,3025,1.4553101062774658,-1484.1881445414747,255.5756378173828
121,3050,1.4669818878173828,-1484.1881445414747,282.72674560546875
122,3075,1.4782466888427734,-1484.1881445414747,447.50567626953125
123,3100,1.4896466732025146,-1484.1881445414747,259.20965576171875
124,3125,1.5012013912200928,-1484.1881445414747,238.19541931152344
125,3150,1.5126614570617676,-1484.1881445414747,289.84283447265625
126,3175,1.5243642330169678,-1484.1881445414747,406.1983642578125
127,3200,1.5365426540374756,-1484.1881445414747,276.0256042480469
128,3225,1.5483222007751465,-1484.1881445414747,261.5711975097656
129,3250,1.5597093105316162,-1484.1881445414747,279.3067626953125
130,3275,1.5731079578399658,-1484.1881445414747,227.64186096191406
131,3300,1.5846917629241943,-1484.1881445414747,265.9565734863281
132,3325,1.5962865352630615,-1484.1881445414747,348.16815185546875
133,3350,1.607651948928833,-1484.1881445414747,243.5030059814453
134,3375,1.6194167137145996,-1484.1881445414747,222.5039825439453
135,3400,1.6307308673858643,-1484.1881445414747,256.783203125
136,3425,1.6421849727630615,-1484.1881445414747,315.7936706542969
137,3450,1.653940200805664,-1484.1881445414747,284.40191650390625
138,3475,1.6662828922271729,-1484.1881445414747,202.4358367919922
139,3500,1.6836013793945312,-1484.1881445414747,204.6887664794922
140,3525,1.6962809562683105,-1484.1881445414747,303.3037109375
141,3550,1.7079768180847168,-1484.1881445414747,133.7605743408203
142,3575,1.719618320465088,-1484.1881445414747,317.48077392578125
143,3600,1.7310523986816406,-1484.1881445414747,481.068359375
144,3625,1.7424688339233398,-1484.1881445414747,259.5743408203125
145,3650,1.7540881633758545,-1484.1881445414747,80.68144226074219
146,3675,1.7662992477416992,-1484.1881445414747,454.06121826171875
147,3700,1.7775135040283203,-1484.1881445414747,331.8957824707031
148,3725,1.7893612384796143,-1484.1881445414747,347.789794921875
149,3750,1.8009631633758545,-1484.1881445414747,230.12599182128906
150,3775,1.812647819519043,-1484.1881445414747,566.1318359375
151,3800,1.8240869045257568,-1484.1881445414747,286.42218017578125
152,3825,1.8358972072601318,-1484.1881445414747,247.04937744140625
153,3850,1.8484673500061035,-1484.1881445414747,329.83929443359375
154,3875,1.8597643375396729,-1484.1881445414747,419.1508483886719
155,3900,1.8712260723114014,-1484.1881445414747,265.7013854980469
