#{"t_start": 1620068907.70187, "env_id": "CartPole-v0"}
r,l,t
14.0,14,0.201234
39.0,39,0.291819
12.0,12,0.317945
18.0,18,0.361929
13.0,13,0.394913
28.0,28,0.458491
62.0,62,0.613369
21.0,21,0.664252
81.0,81,0.849633
32.0,32,0.925334
35.0,35,1.015948
38.0,38,1.150001
81.0,81,1.343394
75.0,75,1.516168
42.0,42,1.624878
34.0,34,1.706765
45.0,45,1.822324
42.0,42,1.932101
28.0,28,1.994253
38.0,38,2.081948
30.0,30,2.157809
86.0,86,2.358551
21.0,21,2.414541
19.0,19,2.468241
41.0,41,2.564434
62.0,62,2.716244
20.0,20,2.768107
30.0,30,2.839268
32.0,32,2.913759
30.0,30,2.982553
44.0,44,3.086279
49.0,49,3.232768
69.0,69,3.404565
59.0,59,3.536549
23.0,23,3.59202
34.0,34,3.677351
50.0,50,3.793009
37.0,37,3.878287
59.0,59,4.014796
49.0,49,4.136562
50.0,50,4.265495
77.0,77,4.457963
48.0,48,4.570772
56.0,56,4.704299
59.0,59,4.85018
32.0,32,4.921304
26.0,26,4.9827
36.0,36,5.078451
55.0,55,5.207721
83.0,83,5.417373
49.0,49,5.528768
47.0,47,5.63544
79.0,79,5.818968
34.0,34,5.899437
73.0,73,6.071319
75.0,75,6.267095
46.0,46,6.376008
37.0,37,6.458972
58.0,58,6.593138
97.0,97,6.820051
36.0,36,6.899843
34.0,34,6.981606
32.0,32,7.058531
144.0,144,7.492243
65.0,65,7.652246
65.0,65,7.804425
44.0,44,7.90305
43.0,43,8.00458
37.0,37,8.087564
134.0,134,8.398237
44.0,44,8.503483
55.0,55,8.629067
52.0,52,8.747177
65.0,65,8.899879
46.0,46,9.014343
59.0,59,9.152354
45.0,45,9.25853
62.0,62,9.414928
115.0,115,9.687862
125.0,125,9.978881
45.0,45,10.082234
46.0,46,10.194671
68.0,68,10.348045
35.0,35,10.431154
42.0,42,10.532586
35.0,35,10.618798
93.0,93,10.849536
72.0,72,11.018592
67.0,67,11.218034
68.0,68,11.382209
39.0,39,11.48193
46.0,46,11.594867
49.0,49,11.711131
52.0,52,11.834587
81.0,81,12.019225
47.0,47,12.137302
45.0,45,12.240105
132.0,132,12.545652
134.0,134,12.856244
111.0,111,13.126654
44.0,44,13.251536
51.0,51,13.370886
