#{"t_start": 1620068907.7506173, "env_id": "CartPole-v0"}
r,l,t
49.0,49,0.232048
29.0,29,0.301322
14.0,14,0.334609
17.0,17,0.37517
14.0,14,0.408154
17.0,17,0.446607
27.0,27,0.513682
32.0,32,0.594218
110.0,110,0.851146
27.0,27,0.920955
37.0,37,1.015092
50.0,50,1.178377
25.0,25,1.235935
33.0,33,1.313564
43.0,43,1.410458
65.0,65,1.567074
16.0,16,1.60842
36.0,36,1.703665
73.0,73,1.886228
33.0,33,1.96456
72.0,72,2.133121
44.0,44,2.235875
74.0,74,2.429496
33.0,33,2.504045
25.0,25,2.56403
50.0,50,2.684744
18.0,18,2.733843
96.0,96,2.957351
45.0,45,3.090826
52.0,52,3.217928
36.0,36,3.308516
53.0,53,3.429775
94.0,94,3.654612
28.0,28,3.721429
77.0,77,3.898052
27.0,27,3.963211
64.0,64,4.11658
38.0,38,4.218169
32.0,32,4.298314
29.0,29,4.37185
30.0,30,4.443681
45.0,45,4.551325
71.0,71,4.721864
61.0,61,4.868448
131.0,131,5.185272
48.0,48,5.309784
37.0,37,5.400279
112.0,112,5.652515
46.0,46,5.759842
92.0,92,5.977034
46.0,46,6.089299
56.0,56,6.236148
51.0,51,6.35397
64.0,64,6.501655
34.0,34,6.580895
47.0,47,6.692693
97.0,97,6.918453
50.0,50,7.033978
46.0,46,7.184816
43.0,43,7.320675
32.0,32,7.409838
69.0,69,7.588118
147.0,147,7.921953
111.0,111,8.177434
160.0,160,8.550025
79.0,79,8.733317
40.0,40,8.828186
49.0,49,8.949451
61.0,61,9.091903
46.0,46,9.1992
60.0,60,9.34733
68.0,68,9.509066
28.0,28,9.574234
41.0,41,9.674067
52.0,52,9.792338
39.0,39,9.887522
34.0,34,9.965267
43.0,43,10.06629
51.0,51,10.189457
80.0,80,10.377462
44.0,44,10.476105
33.0,33,10.558522
59.0,59,10.711302
57.0,57,10.845572
84.0,84,11.044945
55.0,55,11.214656
52.0,52,11.337957
54.0,54,11.471875
32.0,32,11.558501
49.0,49,11.667706
38.0,38,11.760974
45.0,45,11.868455
68.0,68,12.026493
70.0,70,12.191324
63.0,63,12.335354
55.0,55,12.460413
37.0,37,12.553389
47.0,47,12.660145
39.0,39,12.751432
112.0,112,13.001907
38.0,38,13.127601
43.0,43,13.230538
44.0,44,13.334993
61.0,61,13.481536
57.0,57,13.61605
49.0,49,13.738234
104.0,104,13.980399
63.0,63,14.127067
72.0,72,14.292783
73.0,73,14.46928
39.0,39,14.55958
70.0,70,14.722115
102.0,102,14.963784
118.0,118,15.273401
77.0,77,15.467148
52.0,52,15.595165
52.0,52,15.716293
70.0,70,15.881574
45.0,45,15.985338
45.0,45,16.092402
61.0,61,16.241247
42.0,42,16.341574
47.0,47,16.446131
45.0,45,16.557527
80.0,80,16.747566
44.0,44,16.852991
100.0,100,17.097064
127.0,127,17.409793
53.0,53,17.53856
40.0,40,17.639619
72.0,72,17.81743
53.0,53,17.95441
72.0,72,18.133327
69.0,69,18.315009
42.0,42,18.421221
100.0,100,18.683297
53.0,53,18.830984
59.0,59,18.970387
58.0,58,19.138778
56.0,56,19.269991
53.0,53,19.3887
127.0,127,19.683865
47.0,47,19.793091
91.0,91,19.999266
56.0,56,20.131857
57.0,57,20.272459
43.0,43,20.366848
43.0,43,20.468693
113.0,113,20.738878
55.0,55,20.863523
61.0,61,21.013509
66.0,66,21.213454
65.0,65,21.37884
53.0,53,21.501784
47.0,47,21.608679
99.0,99,21.841283
77.0,77,22.025048
42.0,42,22.127043
47.0,47,22.237216
79.0,79,22.422433
47.0,47,22.528637
44.0,44,22.635772
61.0,61,22.778368
43.0,43,22.879351
68.0,68,23.037398
35.0,35,23.11986
28.0,28,23.193651
60.0,60,23.335451
39.0,39,23.430642
142.0,142,23.801022
40.0,40,23.892875
32.0,32,23.967481
31.0,31,24.038066
35.0,35,24.119467
32.0,32,24.193106
30.0,30,24.263297
33.0,33,24.347165
53.0,53,24.466734
34.0,34,24.543703
33.0,33,24.625663
41.0,41,24.7211
140.0,140,25.107394
36.0,36,25.189899
26.0,26,25.247845
33.0,33,25.32974
26.0,26,25.390877
30.0,30,25.458676
53.0,53,25.579451
25.0,25,25.63963
28.0,28,25.705946
28.0,28,25.777484
36.0,36,25.865937
47.0,47,25.975974
44.0,44,26.076738
58.0,58,26.215734
38.0,38,26.305507
46.0,46,26.416535
72.0,72,26.584471
36.0,36,26.664995
38.0,38,26.754143
32.0,32,26.830004
42.0,42,26.926545
35.0,35,27.006412
32.0,32,27.113189
37.0,37,27.198944
42.0,42,27.29721
49.0,49,27.410558
38.0,38,27.495192
38.0,38,27.587785
53.0,53,27.710247
48.0,48,27.817911
33.0,33,27.894499
31.0,31,27.969529
40.0,40,28.060282
31.0,31,28.134431
43.0,43,28.242929
50.0,50,28.35988
31.0,31,28.429089
52.0,52,28.547798
43.0,43,28.649505
34.0,34,28.733762
34.0,34,28.819161
28.0,28,28.879933
31.0,31,28.955348
142.0,142,29.299727
34.0,34,29.379925
65.0,65,29.53692
31.0,31,29.609755
28.0,28,29.676613
36.0,36,29.764579
72.0,72,29.932029
25.0,25,29.991582
37.0,37,30.075617
27.0,27,30.149704
38.0,38,30.247428
33.0,33,30.354058
35.0,35,30.458765
35.0,35,30.561359
39.0,39,30.674896
61.0,61,30.842932
26.0,26,30.917413
77.0,77,31.145303
28.0,28,31.221101
30.0,30,31.29142
21.0,21,31.341951
37.0,37,31.437069
30.0,30,31.51199
50.0,50,31.647527
