#{"t_start": 1620068907.862876, "env_id": "CartPole-v0"}
r,l,t
14.0,14,0.040105
36.0,36,0.121121
27.0,27,0.187513
16.0,16,0.223773
33.0,33,0.305903
25.0,25,0.363718
25.0,25,0.425372
58.0,58,0.562151
11.0,11,0.586188
27.0,27,0.651822
74.0,74,0.835739
65.0,65,1.037858
26.0,26,1.098931
46.0,46,1.204114
49.0,49,1.318562
53.0,53,1.443055
57.0,57,1.592953
29.0,29,1.668798
47.0,47,1.784485
37.0,37,1.867005
63.0,63,2.019327
54.0,54,2.145733
29.0,29,2.222006
36.0,36,2.31718
82.0,82,2.510585
42.0,42,2.618589
23.0,23,2.668501
41.0,41,2.765552
37.0,37,2.854114
18.0,18,2.892562
49.0,49,3.039706
104.0,104,3.291587
85.0,85,3.49407
86.0,86,3.69405
132.0,132,4.010888
49.0,49,4.133477
43.0,43,4.245648
67.0,67,4.400856
47.0,47,4.517188
39.0,39,4.615962
83.0,83,4.807557
74.0,74,4.989903
36.0,36,5.075519
39.0,39,5.180492
41.0,41,5.278909
33.0,33,5.354907
83.0,83,5.541495
74.0,74,5.715611
27.0,27,5.782091
32.0,32,5.853281
48.0,48,5.973792
77.0,77,6.170055
90.0,90,6.376641
46.0,46,6.481418
39.0,39,6.577278
72.0,72,6.73873
72.0,72,6.91007
90.0,90,7.197091
95.0,95,7.45322
92.0,92,7.664468
50.0,50,7.775275
66.0,66,7.928203
53.0,53,8.050231
47.0,47,8.160276
63.0,63,8.308097
122.0,122,8.587416
68.0,68,8.749216
53.0,53,8.883162
106.0,106,9.131486
66.0,66,9.291763
85.0,85,9.492692
57.0,57,9.621717
96.0,96,9.851425
36.0,36,9.934641
40.0,40,10.0336
77.0,77,10.21139
28.0,28,10.278324
43.0,43,10.375264
63.0,63,10.535175
37.0,37,10.624748
32.0,32,10.708034
93.0,93,10.922683
54.0,54,11.091368
63.0,63,11.247924
41.0,41,11.34684
84.0,84,11.551412
41.0,41,11.648636
104.0,104,11.890336
67.0,67,12.04903
56.0,56,12.178858
45.0,45,12.281529
60.0,60,12.423377
123.0,123,12.707528
69.0,69,12.864826
70.0,70,13.06249
88.0,88,13.270037
47.0,47,13.389714
33.0,33,13.461796
48.0,48,13.576397
115.0,115,13.854276
63.0,63,13.999042
91.0,91,14.2142
57.0,57,14.346742
87.0,87,14.550828
57.0,57,14.680297
58.0,58,14.824428
49.0,49,14.931198
61.0,61,15.114205
149.0,149,15.47612
105.0,105,15.721248
44.0,44,15.828858
89.0,89,16.046946
43.0,43,16.14841
50.0,50,16.264582
35.0,35,16.342541
62.0,62,16.496577
89.0,89,16.704389
53.0,53,16.830569
61.0,61,16.98324
67.0,67,17.147201
53.0,53,17.281399
52.0,52,17.401
43.0,43,17.512325
66.0,66,17.675122
63.0,63,17.834077
63.0,63,17.993693
59.0,59,18.142688
82.0,82,18.367325
66.0,66,18.531295
43.0,43,18.649707
66.0,66,18.814741
50.0,50,18.929302
46.0,46,19.071368
52.0,52,19.192327
98.0,98,19.413459
68.0,68,19.574377
74.0,74,19.750242
60.0,60,19.883996
41.0,41,19.981979
45.0,45,20.087309
60.0,60,20.229002
51.0,51,20.346279
60.0,60,20.485307
80.0,80,20.675661
68.0,68,20.835176
73.0,73,21.046099
69.0,69,21.232695
48.0,48,21.344381
58.0,58,21.473957
56.0,56,21.606458
34.0,34,21.681973
110.0,110,21.948218
35.0,35,22.031048
39.0,39,22.126536
57.0,57,22.263858
41.0,41,22.356424
50.0,50,22.477094
51.0,51,22.59694
39.0,39,22.686688
30.0,30,22.755394
30.0,30,22.829563
36.0,36,22.911057
26.0,26,22.971453
26.0,26,23.033903
42.0,42,23.137957
