iteration,num_frames,time_in_s,individual_id,species_id,fitness,num_nodes,num_connections
0,3584,0.0002739429473876953,1,1,9.0,2,8
0,3584,0.0003001689910888672,2,1,10.0,2,8
0,3584,0.0003063678741455078,3,1,23.0,2,8
0,3584,0.00031065940856933594,4,1,10.0,2,8
0,3584,0.00031495094299316406,5,1,19.0,2,8
0,3584,0.0003190040588378906,6,1,12.0,2,8
0,3584,0.0003228187561035156,7,1,51.0,2,8
0,3584,0.0003268718719482422,8,1,11.0,2,8
0,3584,0.00033092498779296875,9,1,62.0,2,8
0,3584,0.0003349781036376953,10,1,60.0,2,8
0,3584,0.0003387928009033203,11,1,10.0,2,8
0,3584,0.0003428459167480469,12,1,9.0,2,8
0,3584,0.00034689903259277344,13,1,10.0,2,8
0,3584,0.00035071372985839844,14,1,9.0,2,8
0,3584,0.00035452842712402344,15,1,62.0,2,8
0,3584,0.00035881996154785156,16,1,8.0,2,8
0,3584,0.00036263465881347656,17,1,10.0,2,8
0,3584,0.00036644935607910156,18,1,10.0,2,8
0,3584,0.000370025634765625,19,1,18.0,2,8
0,3584,0.00037407875061035156,20,1,10.0,2,8
0,3584,0.00037789344787597656,21,1,10.0,2,8
0,3584,0.00038170814514160156,22,1,10.0,2,8
0,3584,0.00038552284240722656,23,1,8.0,2,8
0,3584,0.00038933753967285156,24,1,72.0,2,8
0,3584,0.0003933906555175781,25,1,85.0,2,8
0,3584,0.00039696693420410156,26,1,11.0,2,8
0,3584,0.00040078163146972656,27,1,32.0,2,8
0,3584,0.00040459632873535156,28,1,11.0,2,8
0,3584,0.00040841102600097656,29,1,9.0,2,8
0,3584,0.00041222572326660156,30,1,10.0,2,8
0,3584,0.00041604042053222656,31,1,38.0,2,8
0,3584,0.00041985511779785156,32,1,25.0,2,8
0,3584,0.00042366981506347656,33,1,14.0,2,8
0,3584,0.00042748451232910156,34,1,8.0,2,8
0,3584,0.00043129920959472656,35,1,9.0,2,8
0,3584,0.00043511390686035156,36,1,9.0,2,8
0,3584,0.00043892860412597656,37,1,9.0,2,8
0,3584,0.00044274330139160156,38,1,9.0,2,8
0,3584,0.0004475116729736328,39,1,10.0,2,8
0,3584,0.0004513263702392578,40,1,169.0,2,8
0,3584,0.0004551410675048828,41,1,14.0,2,8
0,3584,0.00045871734619140625,42,1,9.0,2,8
0,3584,0.0004627704620361328,43,1,22.0,2,8
0,3584,0.0004665851593017578,44,1,10.0,2,8
0,3584,0.00047016143798828125,45,1,9.0,2,8
