iteration,num_frames,time_in_s,individual_id,species_id,fitness,num_nodes,num_connections
0,12974,0.00017213821411132812,1,1,-745.7653835187006,4,32
0,12974,0.00021028518676757812,2,1,-207.04793365918528,4,32
0,12974,0.00021719932556152344,3,1,-371.74665296489644,4,32
0,12974,0.0002224445343017578,4,1,-438.18361990713896,4,32
0,12974,0.0002276897430419922,5,2,-123.80902766418257,4,32
0,12974,0.00023221969604492188,6,1,-412.09664602194135,4,32
0,12974,0.00023674964904785156,7,1,-207.43464602877376,4,32
0,12974,0.00024127960205078125,8,1,-289.1567530413399,4,32
0,12974,0.00024580955505371094,9,1,-751.0216661859859,4,32
0,12974,0.0002503395080566406,10,1,-500.0452883781274,4,32
0,12974,0.0002551078796386719,11,2,-87.0817417782346,4,32
0,12974,0.00025963783264160156,12,1,-463.51869078202475,4,32
0,12974,0.00026416778564453125,13,1,-89.48325668261839,4,32
0,12974,0.00026869773864746094,14,1,-421.4798370373559,4,32
0,12974,0.0002732276916503906,15,1,-171.53309630077854,4,32
0,12974,0.00027751922607421875,16,1,-676.43809160713,4,32
0,12974,0.00028204917907714844,17,2,-571.947488242281,4,32
0,12974,0.0002868175506591797,18,1,-11.867292745913048,4,32
0,12974,0.0002913475036621094,19,1,-117.7451019877413,4,32
0,12974,0.0002956390380859375,20,2,-113.8112552758934,4,32
0,12974,0.00030040740966796875,21,1,-213.54501615084985,4,32
0,12974,0.0003046989440917969,22,2,-133.01260907885757,4,32
0,12974,0.00030922889709472656,23,2,-721.9313136416698,4,32
0,12974,0.00031375885009765625,24,1,-131.35393281129276,4,32
0,12974,0.0003185272216796875,25,1,-123.12608982573377,4,32
0,12974,0.0003228187561035156,26,1,-131.11642643036433,4,32
0,12974,0.0003273487091064453,27,2,-346.47520149014713,4,32
0,12974,0.000331878662109375,28,1,-852.6118627931529,4,32
0,12974,0.0003361701965332031,29,2,-114.92032340935546,4,32
0,12974,0.0003407001495361328,30,1,-425.1378857513752,4,32
0,12974,0.00034499168395996094,31,2,25.26631026220295,4,32
0,12974,0.0003495216369628906,32,2,-143.9105346657566,4,32
0,12974,0.00035381317138671875,33,2,-127.64877093556754,4,32
0,12974,0.00035834312438964844,34,1,-454.3774154887853,4,32
0,12974,0.0003628730773925781,35,1,-99.53689327221159,4,32
0,12974,0.00036716461181640625,36,1,-742.334782525566,4,32
0,12974,0.00037169456481933594,37,1,-466.108180670643,4,32
0,12974,0.0003762245178222656,38,1,-339.08661241327314,4,32
0,12974,0.00038170814514160156,39,1,-443.97647690783447,4,32
0,12974,0.0003864765167236328,40,1,-1012.2262352235564,4,32
0,12974,0.0003910064697265625,41,2,-155.62406015117307,4,32
0,12974,0.0003952980041503906,42,2,-434.3396278625171,4,32
0,12974,0.0003998279571533203,43,2,-122.62885011880584,4,32
0,12974,0.00040411949157714844,44,1,-990.759355559339,4,32
0,12974,0.0004086494445800781,45,2,-115.57456752450537,4,32
0,12974,0.0004131793975830078,46,1,-716.7463887379267,4,32
0,12974,0.0004177093505859375,47,1,-319.5678805113611,4,32
0,12974,0.0004227161407470703,48,1,-535.951013432187,4,32
0,12974,0.00042724609375,49,2,-644.809088041045,4,32
0,12974,0.0004324913024902344,50,2,-149.91610748630492,4,32
0,12974,0.0004372596740722656,51,1,-259.1637448519905,4,32
0,12974,0.00044155120849609375,52,1,-503.2499070691126,4,32
0,12974,0.00044608116149902344,53,1,-315.63104503599175,4,32
0,12974,0.0004506111145019531,54,1,-298.82911333244897,4,32
0,12974,0.0004551410675048828,55,2,-234.39831167258663,4,32
0,12974,0.0004596710205078125,56,1,-203.6610345021939,4,32
0,12974,0.0004642009735107422,57,1,-358.8584549065316,4,32
0,12974,0.0004684925079345703,58,1,-181.45702838530173,4,32
0,12974,0.0004730224609375,59,1,-2450.173056509524,4,32
0,12974,0.0004775524139404297,60,1,-101.48641393228678,4,32
0,12974,0.0004820823669433594,61,2,-160.25425099880331,4,32
0,12974,0.0004863739013671875,62,1,-333.401435859873,4,32
0,12974,0.0004918575286865234,63,1,-186.8707724055593,4,32
0,12974,0.0004963874816894531,64,1,-488.66769694895794,4,32
0,12974,0.0005009174346923828,65,1,-364.87514120238706,4,32
0,12974,0.0005054473876953125,66,1,-212.8420422397427,4,32
0,12974,0.0005099773406982422,67,1,-159.20005905823749,4,32
0,12974,0.0005145072937011719,68,1,-329.079941893566,4,32
0,12974,0.0005190372467041016,69,1,-182.15459366069732,4,32
0,12974,0.0005233287811279297,70,1,-421.5866957964854,4,32
0,12974,0.0005276203155517578,71,1,-126.14032260755243,4,32
0,12974,0.0005321502685546875,72,1,-629.0808903631258,4,32
0,12974,0.0005369186401367188,73,1,-505.05079179837276,4,32
0,12974,0.0005414485931396484,74,1,-109.83863206955073,4,32
0,12974,0.0005457401275634766,75,1,-166.18012693149595,4,32
0,12974,0.0005505084991455078,76,1,-236.741468049282,4,32
0,12974,0.0005555152893066406,77,1,-9.165354975171198,4,32
0,12974,0.0005600452423095703,78,2,-339.4842310034944,4,32
0,12974,0.0005645751953125,79,1,-816.0868179539963,4,32
0,12974,0.0005688667297363281,80,1,-103.37304654461585,4,32
0,12974,0.0005733966827392578,81,2,-604.554712267988,4,32
