iteration,num_frames,time_in_s,species_id,size,age,stagnation,fitness,adjusted_fitness
12,155993,6.444337844848633,2,33,12,1,-121.87433374542077,0.6634106377428963
13,171155,8.429088830947876,5,23,8,2,-211.919080701394,0.5952022383526419
13,171155,8.429102182388306,4,28,11,10,-175.57587374881214,0.6278250203290674
13,171155,8.429140090942383,3,22,13,5,-161.79410000803685,0.6401959649344883
13,171155,8.42914605140686,2,33,13,2,-145.73947399543434,0.6546070917457664
13,171155,8.429151773452759,1,38,13,1,-116.19419279645048,0.6811278461812293
13,171155,8.429157018661499,6,5,1,1,,
14,183563,8.948601961135864,4,22,12,11,-224.09297347336607,0.6676862186189133
14,183563,8.94861650466919,3,35,14,6,-183.4132525366557,0.6968703593088159
14,183563,8.948646306991577,5,12,9,3,-180.47027678771005,0.6989816869267665
14,183563,8.94867730140686,6,19,2,1,-155.59923959480605,0.7168244801374372
14,183563,8.948702335357666,2,29,14,3,-153.81782679847646,0.7181024879624112
14,183563,8.94871187210083,1,32,14,2,-143.72646796543563,0.725342155028809
15,197354,9.555836200714111,6,17,3,2,-195.3562170382194,0.7412246844817293
15,197354,9.555869817733765,4,22,13,12,-191.45174451403855,0.7457444009654743
15,197354,9.555899143218994,2,27,15,4,-188.64933898542242,0.7489883931778365
15,197354,9.555927991867065,3,40,15,7,-158.6182513370272,0.7837516040926635
15,197354,9.55593752861023,5,11,10,4,-153.12425669944116,0.7901113102940318
15,197354,9.555947303771973,1,32,15,3,-119.00885997932973,0.8296024118321943
16,210819,10.081407308578491,5,19,11,5,-272.4668001382615,0.6682026541846894
16,210819,10.081419944763184,4,23,14,13,-244.4180988491197,0.6856728721472899
16,210819,10.081426620483398,2,26,16,5,-189.01832848335914,0.7201787857505882
16,210819,10.081432580947876,3,31,16,8,-157.20791783208898,0.7399919957038295
16,210819,10.081438064575195,6,21,4,1,-116.30180848575483,0.7654704889472607
16,210819,10.081445217132568,1,30,16,1,-109.7016636373731,0.769581409017938
17,225872,11.45322060585022,4,22,15,14,-291.26551323037046,0.7088645127140624
17,225872,11.453244924545288,5,22,12,6,-201.56636956933957,0.7916743295688687
17,225872,11.453253507614136,2,25,17,6,-176.37369459747376,0.8149320856115188
17,225872,11.453289985656738,3,24,17,9,-173.4186288427808,0.8176601880654817
17,225872,11.453314542770386,6,28,5,2,-138.75887083519513,0.8496579095118125
17,225872,11.453344583511353,1,29,17,1,-103.37350527940933,0.8823255083474079
18,241159,13.323184728622437,4,21,16,15,-171.1738684859687,0.44567723085521843
18,241159,13.323214769363403,3,25,18,10,-151.76477012655758,0.475848948563978
18,241159,13.323221206665039,2,24,18,7,-142.4690531539406,0.49029927197440737
18,241159,13.323226928710938,5,23,13,7,-135.57438715916803,0.501017127705691
18,241159,13.323232412338257,6,27,6,1,-86.47848633616645,0.5773373994080909
18,241159,13.323251962661743,1,16,18,1,-82.71607073606776,0.5831861276327159
18,241159,13.323256731033325,7,12,1,1,,
19,255238,13.909318923950195,2,25,19,8,-158.5691787662905,0.4667517718909961
19,255238,13.909352779388428,5,26,14,8,-152.04266330893614,0.4746991713281511
19,255238,13.909383773803711,6,28,7,2,-140.81193584073975,0.4883749341058227
19,255238,13.909407615661621,1,11,19,2,-107.72918260968888,0.5286601147854638
19,255238,13.909417152404785,3,25,19,1,-90.59442427267493,0.5495252716449212
19,255238,13.909455299377441,7,36,2,1,-82.11417344721904,0.5598517530694334
20,271324,15.300098896026611,2,24,20,9,-164.99176260119228,0.5313168870324234
20,271324,15.300114154815674,5,25,15,9,-158.68587043159872,0.5393769479030965
20,271324,15.300152063369751,6,26,8,3,-141.5470422245922,0.5612834434290715
20,271324,15.300162315368652,3,15,20,2,-91.86895054702738,0.6247809521227323
20,271324,15.300168514251709,1,30,20,1,-75.53608129693383,0.6456572875893098
20,271324,15.30017375946045,7,31,3,1,-64.20867770980516,0.6601357404336476
21,288955,17.114412307739258,5,24,16,10,-215.48053148094448,0.5840147867656307
21,288955,17.11442279815674,6,26,9,4,-180.1831780850903,0.6153014402316003
21,288955,17.114429712295532,2,25,21,10,-157.8247647517423,0.6351193546844027
21,288955,17.114438772201538,1,29,21,2,-119.63840562662553,0.6689667474811363
21,288955,17.114448070526123,7,27,4,2,-110.66470749793284,0.6769207994609543
21,288955,17.114457607269287,3,21,21,3,-101.91801326563731,0.6846736411074548
22,305201,18.197950839996338,5,23,17,11,-145.10287758503998,0.5713418642502132
22,305201,18.19796371459961,6,25,10,5,-111.35321838522417,0.6110597567852555
22,305201,18.197970151901245,3,23,22,4,-108.90400230170465,0.6139420881482003
22,305201,18.197976112365723,2,26,22,1,-99.88161894508126,0.6245599747006747
22,305201,18.197981595993042,7,29,5,3,-98.1257886921234,0.6266263030414699
22,305201,18.19798707962036,1,25,22,1,-74.49368389259784,0.6544374697631041
23,325826,19.883442878723145,5,22,18,12,-209.47453447749183,0.6419903347016513
23,325826,19.883485078811646,3,24,23,5,-157.90848589616664,0.6882718322301622
23,325826,19.883495330810547,2,25,23,2,-139.78234868465785,0.7045403809678623
23,325826,19.88350534439087,6,26,11,6,-107.37868382441373,0.7336232790452456
23,325826,19.883528470993042,1,26,23,2,-104.5253345215717,0.7361842136590195
23,325826,19.883537530899048,7,28,6,1,-55.35057704057228,0.780319482492595
24,344052,21.650609254837036,5,21,19,13,-167.59367886789957,0.4525011651883556
24,344052,21.650639533996582,2,19,24,3,-119.22422212984847,0.5168391070107775
24,344052,21.650646209716797,6,25,12,7,-114.97032053488057,0.5224973734415446
24,344052,21.650651931762695,3,25,24,6,-95.44800973032285,0.5484646962416534
24,344052,21.650657653808594,1,27,24,1,-65.75360119999422,0.5879622895022489
24,344052,21.650662899017334,7,29,7,1,-51.89692198180526,0.6063935533930107
24,344052,21.650668382644653,8,5,1,1,,
25,360443,23.065781593322754,8,11,2,1,-244.25109505297297,0.4018459789318952
25,360443,23.065797090530396,5,20,20,14,-210.48468234295203,0.44326558269976285
25,360443,23.065821647644043,2,20,25,4,-182.51998748878796,0.47756850348367713
25,360443,23.06585192680359,1,25,25,2,-129.39789892862478,0.5427307663032199
25,360443,23.06586241722107,6,24,13,8,-122.70948196293983,0.5509351196330227
25,360443,23.06587290763855,3,24,25,7,-99.18597482471259,0.5797902530836312
25,360443,23.065882682800293,7,27,8,2,-76.34938014168058,0.6078027846871992
26,380324,24.938398122787476,8,15,3,1,-184.69989242911163,0.5260369424074574
26,380324,24.938408613204956,6,23,14,9,-173.6070342014076,0.5388163961272674
26,380324,24.938415050506592,2,21,26,5,-162.2151333757297,0.5519403598879173
26,380324,24.93842101097107,5,20,21,15,-149.59535683810947,0.5664788897155216
26,380324,24.938427925109863,1,20,26,3,-129.34657119041842,0.5898063688696998
26,380324,24.93843650817871,3,23,26,8,-104.34507103463055,0.6186091812385408
26,380324,24.938445806503296,7,26,9,1,-32.719927183867796,0.7011244529770319
26,380324,24.93845534324646,9,3,1,1,,
27,397596,26.745989084243774,8,18,4,2,-235.7048763368979,0.5782029218626733
27,397596,26.745999336242676,6,14,15,10,-194.91932362663596,0.6195210684829023
27,397596,26.74600887298584,1,27,27,4,-188.76197905175144,0.625758818103305
27,397596,26.74601912498474,2,23,27,6,-150.56865117728924,0.6644508895885702
27,397596,26.746028184890747,3,23,27,9,-123.33649688725953,0.6920386521409959
27,397596,26.746037006378174,9,15,2,1,-77.08510666106423,0.7388940113494672
27,397596,26.74604320526123,7,27,10,2,-47.79573083365703,0.7685658594533502
27,397596,26.74604821205139,10,2,1,1,,
28,417652,28.458892345428467,9,15,3,2,-180.58846076696207,0.44195705816256475
28,417652,28.458906650543213,1,23,28,5,-160.9837312839832,0.46767367026653
28,417652,28.458913803100586,10,10,2,1,-156.87917501142516,0.4730578446113949
28,417652,28.45892024040222,8,19,5,1,-129.6964468421378,0.5087149383174833
28,417652,28.458928108215332,6,16,16,11,-121.71710604229112,0.5191818826521736
28,417652,28.458935499191284,2,22,28,1,-90.84795959907242,0.5596746558755933
28,417652,28.45894145965576,3,22,28,1,-87.26712487171055,0.5643718355929632
28,417652,28.45894694328308,7,25,11,3,-41.905243314243826,0.6238755340924608
29,436315,30.21360445022583,9,18,4,3,-196.18989995844592,0.4925741741957468
29,436315,30.213637828826904,6,18,17,12,-185.85375442169155,0.5093331201495772
29,436315,30.213669300079346,8,18,6,2,-166.63314328029335,0.5404972695099808
29,436315,30.21367907524109,1,18,29,6,-152.509964987434,0.5633964809098874
29,436315,30.213688611984253,10,14,3,1,-139.53337318483682,0.5844366258953972
29,436315,30.213697910308838,2,21,29,2,-114.37239966877404,0.6252324325916195
29,436315,30.213706731796265,3,21,29,2,-101.22873756214277,0.6465434640682147
29,436315,30.213730812072754,7,23,12,4,-94.46110192781138,0.657516455830731
30,457658,32.60384178161621,2,18,30,3,-192.46315321488575,0.39185799860386916
30,457658,32.60385251045227,8,17,7,3,-187.48111562337408,0.3993363411774598
30,457658,32.603858947753906,1,17,30,7,-161.74318462000002,0.4379705468901209
30,457658,32.603864908218384,6,19,18,13,-128.84970019488122,0.4873456751286595
30,457658,32.6038703918457,10,17,4,1,-98.13003706345339,0.5334577648956128
30,457658,32.6038761138916,3,20,30,1,-84.70463134419788,0.553610118488668
30,457658,32.60388159751892,9,20,5,1,-75.25094656008858,0.5678006764882233
30,457658,32.60388922691345,7,24,13,5,-42.90799433282639,0.6163494222883039
31,481555,34.9427433013916,6,18,19,14,-170.92628638644481,0.37655827588632573
31,481555,34.942787170410156,10,18,5,2,-163.57412286373042,0.3875443799022491
31,481555,34.94279861450195,8,18,8,4,-156.4915834679348,0.3981275931643991
31,481555,34.942809104919434,1,18,31,8,-145.7633354080747,0.41415847288165775
31,481555,34.942819356918335,9,19,6,2,-138.118292952843,0.4255822165674236
31,481555,34.94282937049866,2,19,31,4,-129.36236214947368,0.4386659253648211
31,481555,34.94283938407898,3,19,31,2,-127.03258049622002,0.4421472439587232
31,481555,34.94286274909973,7,22,14,6,-112.22339517681144,0.46427613837292714
32,503903,37.26307439804077,8,14,9,5,-270.6907999679514,0.30776996967898607
32,503903,37.26308751106262,6,15,20,15,-153.64812162349813,0.47145169953092453
32,503903,37.26309847831726,10,20,6,3,-116.46122852048956,0.5234567892726872
32,503903,37.26310586929321,2,20,32,5,-105.65894531918208,0.538563555674059
32,503903,37.26311135292053,1,20,32,9,-83.64415700496647,0.5693507752128181
32,503903,37.26311683654785,9,20,7,3,-83.08635071410264,0.5701308556065885
32,503903,37.26312255859375,3,20,32,1,-72.5617680295223,0.5848492636620849
32,503903,37.26312851905823,7,23,15,1,-28.698780569723155,0.6461907312826782
