iteration,num_frames,time_in_s,species_id,size,age,stagnation,fitness,adjusted_fitness
0,69425,0.0015676021575927734,1,200,0,0,,
1,138010,4.428816080093384,1,200,1,1,-109.71200452363786,0.43097423727988243
2,212529,9.190275192260742,1,200,2,1,-108.8505462391574,0.4465002202852639
3,298405,14.628910541534424,1,200,3,2,-110.00766535520329,0.47131807743471726
4,390715,20.416398763656616,1,200,4,3,-109.42841046810818,0.5876580077136296
5,497905,27.07742190361023,1,200,5,1,-104.97857959187408,0.6274236703238301
6,598656,33.51427626609802,1,200,6,2,-107.12641134391214,0.4855646162723223
