iteration,num_frames,time_in_s,fitness,loss
0,25,8.869171142578125e-05,0.0,-0.21951770782470703
1,50,0.011954069137573242,0.0,-0.2358798086643219
2,75,0.023681640625,0.0,-0.1573668271303177
3,100,0.034912824630737305,0.0,-0.20137467980384827
4,125,0.0456085205078125,0.0,-0.25304925441741943
5,150,0.05675220489501953,0.0,-0.16279268264770508
6,175,0.06741786003112793,0.0,-0.15292418003082275
7,200,0.07794022560119629,0.0,-0.15817208588123322
8,225,0.08853745460510254,0.0,-0.20335477590560913
9,250,0.09922027587890625,0.0,-0.30926117300987244
10,275,0.10990786552429199,0.0,-0.1718917191028595
11,300,0.12103629112243652,0.0,-0.17504875361919403
12,325,0.1315164566040039,0.0,-0.2751159071922302
13,350,0.14164495468139648,0.0,-0.2564921975135803
14,375,0.15224957466125488,0.0,-0.2144606113433838
15,400,0.16233325004577637,0.0,-0.27793174982070923
16,425,0.1730659008026123,0.0,-0.12175165116786957
17,450,0.18352198600769043,0.0,-0.12248426675796509
18,475,0.19368767738342285,0.0,-0.289126992225647
19,500,0.20403814315795898,0.0,-0.23404788970947266
20,525,0.21485018730163574,0.0,-0.19748829305171967
21,550,0.22580170631408691,0.0,-0.15470975637435913
22,575,0.23738718032836914,0.0,-0.15659913420677185
23,600,0.2487194538116455,0.0,-0.17641088366508484
24,625,0.2600574493408203,0.0,-0.19799023866653442
25,650,0.2713780403137207,0.0,-0.23852404952049255
26,675,0.2823069095611572,0.0,-0.22485913336277008
27,700,0.2930581569671631,0.0,-0.3021185100078583
28,725,0.3042447566986084,0.0,-0.15497098863124847
29,750,0.3151676654815674,0.0,-0.1668524146080017
30,775,0.32608532905578613,0.0,-0.3255029022693634
31,800,0.337247371673584,0.0,-0.0782042145729065
32,825,0.348125696182251,0.0,-0.1979883313179016
33,850,0.35865283012390137,0.0,-0.17645713686943054
34,875,0.3688027858734131,0.0,-0.18892653286457062
35,900,0.37885308265686035,0.0,-0.1511095017194748
36,925,0.3895299434661865,0.0,-0.16589803993701935
37,950,0.40042781829833984,0.0,-0.11768902093172073
38,975,0.4107532501220703,0.0,-0.14804719388484955
39,1000,0.422457218170166,0.0,-0.1901094615459442
40,1025,0.436370849609375,0.0,-0.20771245658397675
41,1050,0.4507267475128174,0.0,-0.16140951216220856
42,1075,0.46446919441223145,0.0,-0.16835176944732666
43,1100,0.4784066677093506,0.0,-0.1897745132446289
44,1125,0.49234509468078613,0.0,-0.2975867986679077
45,1150,0.5042333602905273,0.0,-0.18180504441261292
46,1175,0.5146887302398682,0.0,-0.20856933295726776
47,1200,0.5252707004547119,0.0,-0.2273532748222351
48,1225,0.5373814105987549,0.0,-0.08447322994470596
49,1250,0.5483262538909912,0.0,-0.11972573399543762
50,1275,0.5589148998260498,0.0,-0.1653948426246643
51,1300,0.5697021484375,0.0,-0.1897205263376236
52,1325,0.5801565647125244,0.0,-0.20892763137817383
