#{"t_start": 1620066439.9234982, "env_id": "BipedalWalker-v3"}
r,l,t
-103.403449,63,0.202862
-103.295079,47,0.345344
-103.227977,83,0.593662
-104.492663,71,0.795657
-106.944072,39,0.941075
-165.943585,927,3.580698
-105.060325,79,3.814332
-106.099041,48,3.96066
-119.58986,87,4.214468
-107.666542,104,4.505625
-142.730721,1600,8.896073
-111.014783,54,9.066853
-118.130419,79,9.286279
-112.693774,63,9.478477
-113.396775,60,9.644167
-116.936342,70,9.839759
-108.689777,55,10.005925
-106.493751,76,10.220838
-112.598843,58,10.390307
-110.15629,77,10.610034
-110.714897,59,10.776339
-136.955309,155,11.215064
-112.994118,71,11.418264
-109.689747,99,11.688601
-114.735371,66,11.865312
-160.180916,1600,16.302342
-108.656018,54,16.452344
-107.849084,64,16.636989
-107.479301,50,16.781262
-109.734732,60,16.968606
-109.584474,54,17.115216
-110.056019,60,17.286687
-163.344082,1600,21.665273
-155.299245,1600,26.11959
-109.794695,87,26.374807
-162.413587,1600,30.835959
-105.236578,60,31.038884
-119.173945,109,31.339279
-111.433447,68,31.532192
-109.838212,86,31.766884
-127.32488,349,32.721502
-107.543083,46,32.843096
-102.187388,58,33.002131
-103.159307,57,33.16891
-102.28836,53,33.324968
-103.647417,92,33.588377
-103.509585,44,33.726778
-98.211383,76,33.967668
-105.353372,59,34.1374
-98.425073,75,34.359917
-101.535411,48,34.496643
-101.181139,77,34.726668
-102.100953,81,34.990358
-102.700713,58,35.180151
-96.527592,1600,39.744336
-103.722143,191,40.268142
-103.184347,65,40.444266
-115.463589,316,41.307041
-102.981539,108,41.60039
-101.047078,60,41.77468
-104.826358,63,41.959809
-102.507507,97,42.24202
-117.351924,80,42.456479
-106.494025,204,43.077004
-111.365119,60,43.254029
-103.090806,44,43.379249
-110.029825,575,45.027792
-110.775363,57,45.190783
-104.341985,65,45.366025
-104.827848,52,45.524092
-105.542341,32,45.609507
-109.724476,56,45.768665
-94.86244,149,46.183995
-101.183531,77,46.404373
-111.251725,218,47.04993
-143.948344,574,48.654491
-98.982401,72,48.858928
-101.500335,118,49.203019
-103.897728,186,49.745043
-104.375764,68,49.936751
-102.552821,68,50.130447
-103.435458,116,50.46953
-105.398209,132,50.845513
-107.724391,115,51.19369
