#{"t_start": 1620068402.2732234, "env_id": "Pendulum-v0"}
r,l,t
-1713.423172,200,0.528376
-1826.320461,200,1.159024
-1614.726067,200,1.720648
-1583.071278,200,2.260635
-1614.42111,200,2.800729
-1700.79449,200,3.304538
-1585.524383,200,3.831221
-1642.983846,200,4.381472
-1120.37303,200,4.941008
-1168.169485,200,5.51286
-1666.106911,200,6.028049
-1671.164263,200,6.521221
-1189.06613,200,7.062538
-1385.12929,200,7.580445
-1340.058527,200,8.102584
-1468.301723,200,8.608884
-1545.265622,200,9.110157
-1466.5502,200,9.619632
-1460.920365,200,10.163237
-1454.538708,200,10.711594
-1497.932648,200,11.224667
-1341.260341,200,11.716956
-1446.742096,200,12.220954
-1313.406114,200,12.757251
-1011.141218,200,13.266797
-1108.085227,200,13.764083
-1346.93358,200,14.282132
-1341.505462,200,14.81926
-1367.663752,200,15.308731
-1360.404726,200,15.803188
-1364.068301,200,16.391076
-1454.211642,200,16.986972
-1263.536171,200,17.515456
-1403.46272,200,18.022607
-1324.757209,200,18.561175
-1024.704151,200,19.078111
-1686.90929,200,19.576087
-1354.510167,200,20.071023
-1409.269932,200,20.57329
-1416.047991,200,21.093138
-1578.370584,200,21.600329
-1709.459757,200,22.284131
-1137.175738,200,22.97806
-1550.47033,200,23.535153
-980.216726,200,24.075704
-763.919327,200,24.567793
-1069.414788,200,25.081991
-1125.793712,200,25.670393
-1027.66395,200,26.222381
-1538.552708,200,26.937556
-1478.654286,200,27.441538
-1107.535864,200,28.104476
-958.225977,200,28.687791
-1340.11993,200,29.417924
-1716.48881,200,30.058024
-1220.967562,200,30.656572
-1554.884514,200,31.17599
-1399.458405,200,31.745414
-1005.569577,200,32.332379
-1364.255999,200,32.987589
-1081.459634,200,33.571446
-1010.204537,200,34.08509
-1609.423825,200,34.660111
-1617.297541,200,35.217732
-1162.777151,200,35.755511
-993.19019,200,36.261043
-989.677955,200,36.846787
-1004.733303,200,37.411217
-1110.447463,200,37.935121
-1541.214582,200,38.483783
-1627.806317,200,39.000891
-1399.309608,200,39.53255
-1828.972182,200,40.029043
-1390.334837,200,40.656092
-1759.543339,200,41.165164
-1101.761547,200,41.670542
-1757.759111,200,42.239469
-1733.275129,200,42.858248
-1050.874445,200,43.458003
-1277.185017,200,43.952794
-1645.18472,200,44.451937
-1411.446219,200,45.053459
-1318.325874,200,45.609494
-1644.377888,200,46.163931
-1305.636995,200,46.737751
-1572.177308,200,47.347502
-1837.267813,200,47.990095
-1667.044516,200,48.495989
-1597.33321,200,49.039099
-1763.869627,200,49.537576
-1777.602102,200,50.037538
-1657.574913,200,50.528358
-1703.291926,200,51.018382
-1604.260877,200,51.534876
-1511.530063,200,52.04587
-1801.05454,200,52.599446
-1647.987495,200,53.129446
-1411.852199,200,53.663029
-1325.343068,200,54.346933
-1258.26562,200,55.092153
-1539.03941,200,55.618506
-889.711085,200,56.188081
-1796.284488,200,56.732404
-995.984227,200,57.296499
-1021.307155,200,57.872514
-1467.960306,200,58.472199
-1690.100593,200,59.0303
-988.332815,200,59.557378
-1414.701694,200,60.083351
-1659.724472,200,60.64491
-1713.111458,200,61.174937
-809.895834,200,61.717326
-1505.389228,200,62.227896
-1716.346179,200,62.758846
-1185.015266,200,63.23609
-1517.248446,200,63.742135
-1753.305145,200,64.218109
-869.226235,200,64.778239
-990.002458,200,65.333518
-1743.215487,200,65.851719
-1666.975511,200,66.342625
-1497.290452,200,66.878647
-910.298065,200,67.383053
-961.212268,200,67.877394
-1376.380857,200,68.370253
-1234.683905,200,68.88898
-1702.110775,200,69.39449
-1641.454227,200,69.899276
-1697.523127,200,70.38553
-1584.379273,200,70.896686
-1513.900458,200,71.386153
-1765.606295,200,71.919051
-1721.486141,200,72.538081
-1357.682812,200,73.1175
-1695.289798,200,73.652911
-1467.53101,200,74.160224
-1717.702521,200,74.733334
-1674.031596,200,75.254146
-1686.565342,200,75.761078
-1598.745796,200,76.251511
-1667.665284,200,76.772445
-1827.825224,200,77.28916
-1655.245721,200,77.781572
-1802.689463,200,78.319338
-1718.803128,200,78.823026
-1638.274885,200,79.310168
-1803.167329,200,79.799648
-1713.4753,200,80.296741
-1806.862957,200,80.826115
-1800.693974,200,81.321595
-1645.755874,200,81.84367
-1647.738713,200,82.32379
-1237.083916,200,82.845534
-1748.831357,200,83.336704
-1716.044842,200,83.826007
-1756.665641,200,84.313958
-1716.426707,200,84.833889
-1713.840292,200,85.347359
-1699.415591,200,85.83551
-1276.731062,200,86.321606
-1531.288232,200,86.803775
-1640.683291,200,87.321946
-1668.469709,200,87.835335
-1644.510233,200,88.345823
-1798.398619,200,88.905622
-1864.611629,200,89.427217
-1663.692983,200,89.947698
-1598.84523,200,90.515639
-1607.76279,200,91.097387
-1746.764507,200,91.607547
-1796.49604,200,92.097929
-1665.475632,200,92.63815
-1369.383241,200,93.169142
-1442.428763,200,93.702356
-1494.439841,200,94.212385
-1493.574964,200,94.749392
-1629.168229,200,95.249786
-1681.40838,200,95.743998
-1752.02092,200,96.24127
-1519.406082,200,96.770068
-1299.893665,200,97.261935
-1610.424744,200,97.755923
-1415.018993,200,98.250913
-1587.69639,200,98.771423
-1837.745113,200,99.258205
-1625.38027,200,99.762198
-1648.516613,200,100.253072
-1620.110858,200,100.740747
-1547.24852,200,101.229775
-1408.871641,200,101.727447
-1758.63279,200,102.212675
-1721.53745,200,102.755524
-1437.547098,200,103.29577
-1737.722371,200,103.797534
-1505.434174,200,104.298765
-1549.658352,200,104.825886
-1782.382685,200,105.348143
-1480.077119,200,105.884964
-1520.604421,200,106.389575
-1412.100147,200,106.870197
-1799.435318,200,107.385398
-1785.039627,200,107.866199
-1649.168026,200,108.368969
-1615.002631,200,108.899731
-1712.101226,200,109.40932
-1695.530029,200,109.925526
-1821.501957,200,110.426664
-1807.274492,200,110.939626
-1599.89423,200,111.4629
-1706.242515,200,111.958518
-1761.470474,200,112.449055
-1764.189848,200,112.965056
-1748.155121,200,113.446525
-1720.449837,200,113.932874
-1539.717548,200,114.438127
-1648.293943,200,114.942608
-1797.029177,200,115.432144
-1541.215924,200,115.916849
-1560.1788,200,116.408972
-1710.524278,200,116.926811
-1687.770726,200,117.463579
-1802.870009,200,117.996076
-1589.515071,200,118.505333
-1810.284894,200,119.027561
-1695.482972,200,119.543948
-1715.115388,200,120.047691
-1771.635559,200,120.565365
-1667.767572,200,121.05393
-1651.853489,200,121.542057
-1674.570725,200,122.054081
-1705.668648,200,122.542759
-1650.098908,200,123.029912
-1663.162594,200,123.512295
-1701.258936,200,124.002905
-1609.662214,200,124.500431
-1652.237172,200,125.017855
-1637.4021,200,125.533822
-1669.076245,200,126.01638
-1610.623294,200,126.498452
-1694.000437,200,126.986276
-1664.017056,200,127.47426
-1773.108091,200,127.981411
-1668.736731,200,128.472639
-1668.780139,200,129.001154
-1724.816267,200,129.485229
-1541.641393,200,129.999091
-1654.710996,200,130.49856
-1627.353455,200,131.000235
-1609.450192,200,131.508374
-1525.360327,200,132.025255
-1566.862185,200,132.516995
-1625.803715,200,133.050947
-1588.733144,200,133.561032
-1617.775279,200,134.080832
-1648.045536,200,134.599352
-1623.296372,200,135.105083
-1347.800354,200,135.624048
-1593.407559,200,136.119655
-1612.711613,200,136.623682
-1582.831345,200,137.164053
-1579.532875,200,137.698371
-1568.187242,200,138.265103
-1574.318142,200,138.82185
-1568.664974,200,139.346094
-1624.848754,200,139.859163
-1607.271267,200,140.367367
-1594.617514,200,140.88682
-1420.433705,200,141.393253
-1434.047675,200,141.919916
-1558.915236,200,142.421305
-1543.160319,200,142.972306
-1445.393326,200,143.516303
-1552.30834,200,144.03032
-1582.287656,200,144.541802
-1565.359208,200,145.079904
-1510.686134,200,145.635804
-1498.032412,200,146.243452
-1527.920111,200,146.902116
-1559.82132,200,147.500912
-1522.164674,200,148.060385
-1568.257347,200,148.600671
-1512.260843,200,149.103714
-1540.576933,200,149.669958
-1481.870298,200,150.194309
-1526.70477,200,150.698537
-1206.734031,200,151.213855
-1516.596031,200,151.727726
-1464.78485,200,152.272488
-1521.608183,200,152.838833
-1428.134819,200,153.361276
-1505.471052,200,153.87658
-1298.588663,200,154.508586
-1504.879361,200,155.138926
-1501.569809,200,155.69152
-1515.005804,200,156.284866
-1552.861156,200,156.881665
-1307.891257,200,157.442051
-1532.030841,200,157.978508
-1469.222123,200,158.5072
-1543.418144,200,159.032683
-1488.577293,200,159.56825
-1537.815739,200,160.093999
-1552.302436,200,160.682462
-1518.212429,200,161.280156
-1480.838458,200,161.876151
-1439.048676,200,162.425746
-1521.409325,200,162.99499
-1487.606118,200,163.545237
-1562.485661,200,164.115592
-1566.334326,200,164.758263
-1570.87209,200,165.340874
-1544.992525,200,165.946033
-1446.062084,200,166.500874
-1558.904726,200,167.086883
-1567.017493,200,167.58481
-1567.351332,200,168.100689
-1578.315728,200,168.742862
-1462.636921,200,169.320795
-1547.62726,200,169.884704
-1485.234261,200,170.388727
-1563.283928,200,170.925145
-1543.805552,200,171.565759
-1567.475379,200,172.118263
-1537.796321,200,172.694517
-1516.250589,200,173.300832
-1559.856368,200,173.849345
-1541.069741,200,174.466757
-1495.235612,200,174.998937
-1551.989528,200,175.536488
-1507.437902,200,176.047407
-1317.739677,200,176.585667
-1468.861856,200,177.148863
-1383.820693,200,177.645394
-1532.383129,200,178.152501
-1417.807041,200,178.693803
-1441.343262,200,179.188274
-1503.188724,200,179.689994
-1408.1928,200,180.184042
-1479.205227,200,180.832734
-1318.937718,200,181.500993
-1371.98464,200,182.062789
-1512.176653,200,182.575502
-1433.187182,200,183.093584
-1421.195075,200,183.596238
-1485.280631,200,184.104338
-1368.297679,200,184.642697
-1303.753675,200,185.135244
-1363.56826,200,185.632882
-1277.937716,200,186.126837
-1386.290066,200,186.624087
-1262.96776,200,187.1286
-1109.355286,200,187.650002
-1509.020423,200,188.164347
-1161.367752,200,188.705982
-1220.93703,200,189.200845
-1493.273614,200,189.704272
-1240.495988,200,190.213998
-1195.774242,200,190.748002
-1046.002046,200,191.245983
-1326.927145,200,191.736055
-1365.444554,200,192.23229
-1369.321638,200,192.851396
-1532.125392,200,193.350469
-1325.516472,200,193.839054
-1413.403716,200,194.34526
-1246.166226,200,194.843435
-1288.201601,200,195.337802
-1123.528871,200,195.846838
-1374.977657,200,196.339667
-1369.832344,200,196.868556
-1370.062678,200,197.370363
-1058.002932,200,197.871066
-1546.833225,200,198.381534
-1271.946404,200,198.900258
-1039.821109,200,199.390048
-1558.659953,200,199.904354
-1521.806999,200,200.393873
-1207.400962,200,200.93839
-1372.66777,200,201.460199
-1546.586013,200,201.975106
-1507.256152,200,202.502741
-1492.567169,200,203.043528
-1535.176202,200,203.562603
-1525.472885,200,204.072903
-1523.678653,200,204.560357
-1549.177045,200,205.064491
-1485.198653,200,205.568762
-1534.379864,200,206.065773
-1527.323133,200,206.612589
-1564.496902,200,207.12525
-1537.987849,200,207.632487
-1463.924434,200,208.145591
-1546.236381,200,208.645532
-1407.735523,200,209.159295
-1560.047186,200,209.676829
-1430.444073,200,210.181004
-1532.39023,200,210.711757
-1558.698741,200,211.206855
-1450.870148,200,211.691905
-1497.178628,200,212.192007
-1503.270143,200,212.684269
-1490.862163,200,213.18715
-1448.776087,200,213.682729
-1275.312503,200,214.185847
-1550.673862,200,214.706982
-1447.571879,200,215.189178
-1566.949954,200,215.672225
-1535.117115,200,216.151933
-1499.245957,200,216.636435
-1532.219845,200,217.128111
-1294.827635,200,217.615106
-1507.398051,200,218.091969
-1306.716306,200,218.604312
-1455.161366,200,219.085286
-1490.167135,200,219.576418
-1452.038382,200,220.057807
-1530.024499,200,220.540996
-1470.754577,200,221.025822
-1451.208888,200,221.515879
-1518.686123,200,221.997893
-1280.076159,200,222.501558
-1508.830464,200,223.019361
-1432.399992,200,223.535315
-1515.159333,200,224.040634
-1498.308332,200,224.565798
-1527.899365,200,225.046297
-1491.84425,200,225.579013
-1497.51301,200,226.097314
-1442.359149,200,226.623404
-1506.717229,200,227.134631
-1453.508757,200,227.650329
-1527.081158,200,228.149106
-1509.427648,200,228.665904
-1401.256903,200,229.16887
-1475.697061,200,229.66995
-1472.554596,200,230.166428
-1364.169355,200,230.686984
-1502.49148,200,231.167711
-1525.761555,200,231.657384
-1519.264037,200,232.133293
-1436.173367,200,232.616044
-1450.232452,200,233.092561
-1237.932911,200,233.574679
-1445.504383,200,234.058227
-1315.979109,200,234.555964
-1303.855966,200,235.088156
-1388.492499,200,235.620529
-1339.325507,200,236.147225
-1507.614801,200,236.647299
-1505.052978,200,237.135763
-1539.007043,200,237.662277
-1484.708203,200,238.15938
-1503.215146,200,238.719358
-1437.443726,200,239.24007
-1526.092519,200,239.728255
-1512.039218,200,240.227435
-1432.805796,200,240.746539
-1509.776248,200,241.223154
-1352.069298,200,241.711591
-1516.618824,200,242.189295
-1528.052168,200,242.73315
-1492.8974,200,243.247992
-1508.709888,200,243.743758
-1522.486868,200,244.227387
-1413.448201,200,244.743115
-1462.172404,200,245.227012
-1466.535052,200,245.759181
-1413.99639,200,246.27238
-1550.317278,200,246.76652
-1527.886389,200,247.273447
-1460.546029,200,247.762069
-1542.958106,200,248.250824
-1545.65175,200,248.783642
-1533.320563,200,249.308789
-1504.322421,200,249.793142
-1489.64218,200,250.287379
-1445.350439,200,250.810165
-1517.283203,200,251.309222
-1346.983829,200,251.833344
-1516.73121,200,252.353619
-1495.614437,200,252.886817
-1449.953904,200,253.377267
-1516.164923,200,253.862843
-1533.90873,200,254.363608
-1543.312289,200,254.869962
-1402.8192,200,255.359913
-1519.160044,200,255.837053
-1406.6291,200,256.318545
-1479.254521,200,256.867941
-1514.90692,200,257.354493
-1520.854354,200,257.838352
-1489.900561,200,258.329274
-1501.310046,200,258.856253
-1457.334535,200,259.339394
-1542.0645,200,259.820596
-1497.575065,200,260.301845
-1468.009205,200,260.777132
-1486.033706,200,261.250867
-1439.688704,200,261.73929
-1556.689733,200,262.23259
