#{"t_start": 1620062242.0694191, "env_id": "MountainCarContinuous-v0"}
r,l,t
-48.952383,999,1.754682
-45.343273,999,3.450595
-39.608283,999,5.155282
-33.574762,999,6.843769
-29.012001,999,8.493795
-24.675168,999,10.158272
-20.233182,999,11.828873
-16.204728,999,13.511604
-13.44769,999,15.146969
-10.784146,999,16.819618
-8.82288,999,18.509578
-7.324955,999,20.211514
-5.730329,999,21.912619
-4.938659,999,23.586271
-4.067979,999,25.289902
-3.446344,999,26.957398
-2.637351,999,28.627296
-2.279201,999,30.306525
-2.04855,999,31.950099
-1.654363,999,33.622319
-1.381802,999,35.308656
-1.12894,999,37.039776
-0.988514,999,38.700713
-0.817461,999,40.382931
-0.655332,999,42.050597
-0.593256,999,43.703649
-0.48085,999,45.401107
-0.406684,999,47.083151
-0.321068,999,48.728248
-0.258683,999,50.408501
-0.238704,999,52.081771
-0.187638,999,53.76825
-0.169108,999,55.452858
-0.145374,999,57.213798
-0.115708,999,58.890098
-0.0957,999,60.626197
-0.079073,999,62.328792
-0.070701,999,63.984543
-0.07057,999,65.677476
-0.050771,999,67.362115
-0.047048,999,69.039995
-0.046834,999,70.710685
-0.040563,999,72.360867
-0.029219,999,74.012898
-0.030731,999,75.765522
-0.028595,999,77.438942
-0.02842,999,79.139095
-0.02589,999,80.832187
-0.02188,999,82.519827
-0.021093,999,84.191763
-0.021943,999,85.919929
-0.017535,999,87.599959
-0.017449,999,89.312278
-0.019418,999,91.123836
-0.014454,999,92.917642
-0.013726,999,94.705616
-0.012668,999,96.441675
-0.013106,999,98.132757
-0.012001,999,99.851566
-0.010733,999,101.649869
-0.012051,999,103.324406
-0.012918,999,105.019576
-0.011519,999,106.843984
-0.009303,999,108.542254
-0.008594,999,110.197749
-0.007822,999,111.879453
-0.013203,999,113.55696
-0.010416,999,115.249826
-0.011937,999,116.966649
-0.008255,999,118.716797
-0.007323,999,120.434195
-0.00951,999,122.143888
-0.008706,999,123.854983
-0.00707,999,125.558043
-0.006455,999,127.23805
-0.007516,999,129.01836
-0.005794,999,130.70057
-0.00655,999,132.504586
-0.008194,999,134.299816
-0.005317,999,136.082671
-0.004894,999,137.857581
-0.00458,999,139.59699
-0.005585,999,141.339865
-0.004799,999,143.084451
-0.0076,999,144.825097
-0.014415,999,146.579668
-0.006659,999,148.324584
-0.008574,999,150.060181
-0.008344,999,151.820419
-0.009572,999,153.605831
-0.005005,999,155.399385
-0.008412,999,157.117799
-0.008617,999,158.879315
-0.004304,999,160.612669
-0.003808,999,162.371153
-0.012424,999,164.129907
-0.005098,999,165.900462
-0.004586,999,167.665246
-0.007761,999,169.355957
-0.007402,999,171.125839
