#{"t_start": 1620062242.0730023, "env_id": "MountainCarContinuous-v0"}
r,l,t
-49.347328,999,1.75133
-46.155008,999,3.447284
-39.24949,999,5.151951
-34.164825,999,6.84044
-27.34271,999,8.490507
-23.282764,999,10.154899
-20.409246,999,11.825532
-17.424786,999,13.508273
-13.095785,999,15.143651
-11.26519,999,16.816289
-8.637053,999,18.506229
-7.288665,999,20.208173
-6.00342,999,21.909301
-4.932535,999,23.582957
-4.1826,999,25.286574
-3.540711,999,26.954049
-2.822662,999,28.623925
-2.197989,999,30.303188
-2.042718,999,31.946785
-1.624154,999,33.618981
-1.353746,999,35.3053
-1.218002,999,37.036407
-0.965827,999,38.697313
-0.853838,999,40.379579
-0.648301,999,42.047246
-0.527131,999,43.700327
-0.472206,999,45.397771
-0.370335,999,47.079793
-0.334473,999,48.724899
-0.28697,999,50.405154
-0.228,999,52.0784
-0.185615,999,53.764924
-0.163769,999,55.449538
-0.129597,999,57.210469
-0.117129,999,58.886771
-0.100762,999,60.623054
-0.085799,999,62.32545
-0.065212,999,63.981227
-0.061173,999,65.674152
-0.051576,999,67.358804
-0.046117,999,69.036632
-0.040906,999,70.707344
-0.037146,999,72.357552
-0.032412,999,74.009586
-0.031657,999,75.762188
-0.028795,999,77.435629
-0.027386,999,79.13578
-0.025573,999,80.828837
-0.022352,999,82.516492
-0.021546,999,84.18842
-0.020933,999,85.916646
-0.01794,999,87.596621
-0.018144,999,89.308973
-0.01727,999,91.120521
-0.015342,999,92.914249
-0.014185,999,94.702354
-0.012729,999,96.43834
-0.012388,999,98.129425
-0.012077,999,99.84822
-0.010805,999,101.646526
-0.01289,999,103.321053
-0.012579,999,105.016193
-0.011036,999,106.840643
-0.01014,999,108.538936
-0.008947,999,110.194378
-0.007853,999,111.876084
-0.012107,999,113.553672
-0.00995,999,115.246446
-0.011517,999,116.96332
-0.008254,999,118.713482
-0.007442,999,120.430855
-0.010056,999,122.140595
-0.008764,999,123.851686
-0.007303,999,125.554727
-0.006974,999,127.234736
-0.007315,999,129.015005
-0.006056,999,130.697215
-0.006684,999,132.501288
-0.008047,999,134.296448
-0.005021,999,136.079305
-0.004829,999,137.854256
-0.004452,999,139.593648
-0.005683,999,141.336553
-0.005169,999,143.081128
-0.007757,999,144.821753
-0.014042,999,146.576302
-0.006439,999,148.321261
-0.008147,999,150.056867
-0.008432,999,151.817094
-0.01,999,153.602474
-0.004603,999,155.396043
-0.008144,999,157.11445
-0.008856,999,158.875991
-0.004037,999,160.60935
-0.004099,999,162.367808
-0.01339,999,164.126593
-0.005286,999,165.897166
-0.00494,999,167.661877
-0.008065,999,169.352633
-0.007438,999,171.122537
