iteration,num_frames,time_in_s,species_id,size,age,stagnation,fitness,adjusted_fitness
0,68101,0.0017862319946289062,1,200,0,0,,
1,141122,4.603156089782715,1,200,1,1,-110.38860794926866,0.5274377815236682
2,231644,10.554215669631958,1,200,2,1,-109.86906341272842,0.5902954259322518
3,324567,16.788146018981934,1,200,3,1,-106.59948298152409,0.4591537507452703
4,410782,22.435006380081177,1,200,4,2,-109.31358153801985,0.5539081873853152
5,500422,27.959026098251343,1,200,5,3,-109.64292285107364,0.6497777769873495
