iteration,num_frames,time_in_s,species_id,size,age,stagnation,fitness,adjusted_fitness
17,228439,10.091269969940186,3,23,15,8,-125.27585213299353,0.7041275626550989
17,228439,10.091280460357666,1,22,17,2,-111.85259499641441,0.721208541165093
17,228439,10.09128737449646,7,25,3,2,-110.6505417416624,0.7227381435263809
18,241155,10.555625677108765,2,6,18,4,-317.6574360457003,0.34223021388649266
18,241155,10.555660486221313,7,26,4,3,-198.53609130950917,0.47380103216996855
18,241155,10.555671453475952,6,20,7,6,-169.70368235497304,0.5056467408264089
18,241155,10.555681228637695,3,17,16,9,-166.8940946073497,0.5087499609907942
18,241155,10.555687189102173,8,18,3,1,-140.86887880989153,0.5374950943340991
18,241155,10.555707216262817,4,18,15,12,-139.040470451039,0.5395145912132129
18,241155,10.555712699890137,1,21,18,3,-110.64234828520193,0.5708806253974973
18,241155,10.555747270584106,5,21,11,8,-98.47092514889476,0.5843240943682755
19,253798,11.062031269073486,2,8,19,5,-383.85863840178354,0.28993247317736875
19,253798,11.062047243118286,4,19,16,13,-181.17940941883873,0.5249717135885088
19,253798,11.062058687210083,7,22,5,4,-177.73151595590767,0.5289701019019657
19,253798,11.0620698928833,3,16,17,10,-163.5275400536745,0.5454419018176835
19,253798,11.062079668045044,6,21,8,7,-122.62684365903544,0.5928728529867919
19,253798,11.062088966369629,1,20,19,4,-113.22950097548303,0.6037705867965609
19,253798,11.062097787857056,8,22,4,1,-100.13960403011191,0.6189504325584521
19,253798,11.062107801437378,5,22,12,1,-80.52177092065828,0.6417004726868686
20,266767,11.668599605560303,2,11,20,6,-475.7459011827867,0.4990938382875456
20,266767,11.66861081123352,4,18,17,14,-233.41032401455217,0.6785065913870556
20,266767,11.668617486953735,3,31,18,11,-202.65530814227031,0.701276017707957
20,266767,11.668623685836792,1,19,20,5,-148.06074810187204,0.7416950120444942
20,266767,11.66862940788269,7,21,6,5,-146.71620138072706,0.7426904450375791
20,266767,11.668635368347168,6,20,9,8,-135.2343614021791,0.7511910067184966
20,266767,11.668640851974487,5,21,13,2,-125.60258649546314,0.7583218757119875
20,266767,11.668646335601807,8,7,5,2,-115.27271882198615,0.765969576557685
21,280392,12.843849420547485,6,19,10,9,-298.4222436372574,0.8529428542874515
21,280392,12.843863487243652,2,15,21,7,-293.02229951830986,0.8544995418713888
21,280392,12.843874216079712,7,21,7,6,-258.4111614018096,0.8644771875256915
21,280392,12.843884229660034,4,19,18,15,-156.97947440012445,0.8937177582233213
21,280392,12.843894481658936,5,20,14,3,-127.2636248127429,0.9022841976308165
21,280392,12.8439040184021,1,20,21,6,-117.99279786915321,0.9049567773609064
21,280392,12.843932390213013,3,27,19,12,-109.46771822946752,0.9074143742054014
21,280392,12.84396481513977,8,10,6,1,-75.79724803367056,0.9171208455585426
22,294644,13.403166770935059,2,14,22,8,-306.5645852627573,0.27553491933280394
22,294644,13.403180360794067,6,22,11,10,-141.346485432314,0.5090823625087936
22,294644,13.403189182281494,8,22,7,2,-135.13363521384008,0.5178646647193206
22,294644,13.403198003768921,3,12,20,13,-127.03542119400069,0.5293120617089145
22,294644,13.403205871582031,7,23,8,7,-124.76201564675549,0.5325256808790061
22,294644,13.403213739395142,1,24,22,7,-111.20607005704831,0.5516879665823161
22,294644,13.403221368789673,5,24,15,4,-96.84613612868182,0.5719867465379501
22,294644,13.403228759765625,9,9,1,1,,
22,294644,13.403234481811523,10,1,1,1,,
23,309722,14.402793407440186,2,13,23,9,-305.1330650515317,0.5430533179434734
23,309722,14.402831315994263,9,14,2,1,-201.7878234652609,0.6308820399707125
23,309722,14.40285348892212,6,19,12,11,-195.98021482293336,0.6358176793602065
23,309722,14.40288257598877,7,16,9,8,-181.85574413578578,0.6478214658018667
23,309722,14.402904987335205,5,20,16,5,-162.83244130545447,0.66398856116765
23,309722,14.402931451797485,8,23,8,3,-157.22045224412923,0.6687579518016211
23,309722,14.402936697006226,3,7,21,14,-144.3543218359371,0.6796923284003153
23,309722,14.402942895889282,1,21,23,8,-103.94639887158144,0.714033302200951
23,309722,14.402963638305664,10,12,2,1,-97.34784159298994,0.719641135170391
23,309722,14.402968883514404,11,5,1,1,,
24,323442,14.898139953613281,2,12,24,10,-210.8547953905974,0.4071099274270449
24,323442,14.898154258728027,5,16,17,6,-201.43004532271155,0.4193942343788132
24,323442,14.898165702819824,8,21,9,4,-167.40789310495603,0.46373902421327134
24,323442,14.898175716400146,7,14,10,9,-156.91829584913654,0.4774112629000017
24,323442,14.898182153701782,10,14,3,2,-152.2485160097192,0.48349789740292065
24,323442,14.898202896118164,6,17,13,12,-132.36806523631705,0.5094102619622892
24,323442,14.898208141326904,1,20,24,9,-101.75430899499695,0.5493125167601556
24,323442,14.898234844207764,9,16,3,1,-77.15115547025114,0.5813804960383854
24,323442,14.898240804672241,3,5,22,1,-72.20585081740664,0.587826252147351
24,323442,14.898246049880981,11,15,2,1,-34.64695719074208,0.6367808636495592
25,336932,15.395303964614868,2,13,25,11,-329.97269842199927,0.6396274566322665
25,336932,15.395317792892456,11,14,3,2,-164.8648119481972,0.751536391849026
25,336932,15.395325422286987,8,28,10,5,-158.72264654175527,0.7556995072836676
25,336932,15.395333528518677,5,15,18,7,-153.88937315772046,0.7589754651411057
25,336932,15.395343542098999,6,16,14,13,-145.74286461314742,0.7644971099057974
25,336932,15.395353317260742,10,15,4,3,-144.94881034992594,0.7650353141612044
25,336932,15.395362854003906,1,18,25,10,-142.44608191970835,0.7667316454494546
25,336932,15.395372867584229,9,15,4,2,-141.49772956540622,0.7673744318386868
25,336932,15.395383596420288,7,15,11,10,-132.61126546666392,0.7733976131437784
25,336932,15.395392894744873,3,1,23,2,-77.78539918137155,0.8105581900814346
26,350768,16.42665672302246,2,14,26,12,-198.01352906342052,0.5105361994507858
26,350768,16.4266836643219,6,15,15,14,-173.87520822559412,0.5368401666596507
26,350768,16.42669367790222,7,14,12,11,-156.83498577051162,0.5554092069711811
26,350768,16.426703214645386,10,14,5,4,-156.57332770945425,0.555694340518963
26,350768,16.42673921585083,9,17,5,3,-139.67459500816886,0.5741091968725756
26,350768,16.426747798919678,11,16,4,3,-138.19249583327613,0.5757242672976721
26,350768,16.426755905151367,3,27,24,3,-137.14447274543005,0.5768663171163834
26,350768,16.426761865615845,5,16,19,8,-125.26721681952102,0.5898091789047157
26,350768,16.4267680644989,8,1,11,6,-105.22525037650458,0.6116492742311538
26,350768,16.426777362823486,1,17,26,11,-100.83465453744802,0.6164337863666021
27,364507,16.971654653549194,11,14,5,4,-234.15113676569763,0.6171105952828712
27,364507,16.971673250198364,2,13,27,13,-232.98027126347958,0.6185612446217768
27,364507,16.971685647964478,6,14,16,15,-178.7195214922305,0.6857878565896551
27,364507,16.971696138381958,10,15,6,5,-158.1537012344513,0.711267976641432
27,364507,16.97170639038086,5,15,20,9,-153.6104087358472,0.7168969103208939
27,364507,16.971716165542603,8,12,12,7,-147.95969618063074,0.7238978873050496
27,364507,16.971725463867188,7,15,13,12,-124.19914290131943,0.7533361369087574
27,364507,16.97173237800598,9,16,6,4,-113.11382441395509,0.7670703445566817
27,364507,16.971741914749146,1,16,27,12,-108.26170223235384,0.7730819042291592
27,364507,16.97175168991089,3,18,25,4,-103.19054309428101,0.7793648407724214
28,378166,17.501328945159912,2,15,28,14,-191.0139929063658,0.7715856490866915
28,378166,17.5013427734375,5,17,21,10,-178.07132253501965,0.7851552358576558
28,378166,17.50135350227356,10,17,7,6,-163.94762711231303,0.7999630541104786
28,378166,17.50136423110962,7,17,14,13,-137.87375730891296,0.8272998886740299
28,378166,17.501370668411255,11,17,6,5,-113.79202674992982,0.8525480888552355
28,378166,17.501376628875732,9,18,7,5,-109.52313986739551,0.8570237518603157
28,378166,17.501386165618896,8,9,13,8,-109.23725713583066,0.8573234821648807
28,378166,17.50139594078064,3,25,26,5,-106.3551573615762,0.860345184939287
28,378166,17.501405239105225,1,18,28,1,-86.5694236053209,0.8810892990463034
29,392459,18.100720405578613,2,14,29,15,-279.0152134529554,0.4630403372872212
29,392459,18.100736379623413,8,12,14,9,-186.5936152429488,0.5715166006626278
29,392459,18.10074758529663,11,16,7,6,-176.4288907265931,0.5834470515002035
29,392459,18.100757837295532,7,10,15,14,-149.730231285842,0.614783566658536
29,392459,18.100767612457275,10,20,8,7,-139.92712946200953,0.6262895768978488
29,392459,18.100777626037598,3,22,27,6,-133.56813810086263,0.6337531961714118
29,392459,18.100801944732666,1,19,29,2,-106.2792023977323,0.665782525179994
29,392459,18.100831985473633,9,18,8,6,-106.12182926915808,0.6659672357809149
29,392459,18.100841999053955,5,16,22,11,-105.32072398638286,0.666907502010117
29,392459,18.1008517742157,12,2,1,1,,
29,392459,18.10085892677307,13,4,1,1,,
30,406742,18.738949298858643,10,16,9,8,-236.03199332407434,0.5227031091383855
30,406742,18.738966464996338,8,16,15,10,-201.71019882935434,0.5838176293059402
30,406742,18.738978385925293,9,14,9,7,-167.13378031531363,0.6453855414069009
30,406742,18.738989114761353,5,16,23,12,-162.9076164660814,0.6529107882536246
30,406742,18.738999843597412,11,16,8,7,-135.10184782529757,0.7024226577053506
30,406742,18.739009857177734,1,20,30,3,-114.65957178370249,0.738822849181556
30,406742,18.739020347595215,7,13,16,15,-111.1809551066643,0.7450169888585111
30,406742,18.73902988433838,13,10,2,1,-110.4010689421919,0.7464056799053729
30,406742,18.739039659500122,3,20,28,7,-109.9984354932415,0.7471226223146573
30,406742,18.739049434661865,12,10,2,1,-79.32871713306417,0.8017341351696927
31,419591,19.5168399810791,10,14,10,9,-216.6891344211642,0.48459803664433804
31,419591,19.516849994659424,5,15,24,13,-202.1467908324219,0.502354130093111
31,419591,19.51685619354248,3,20,29,8,-162.63739621562158,0.5505948073016618
31,419591,19.516883611679077,9,15,10,8,-160.71296116355907,0.5529445281985721
31,419591,19.516889095306396,1,18,31,4,-142.16480198741974,0.5755916927098824
31,419591,19.516897201538086,13,13,3,2,-131.35774288963083,0.5887870315543932
31,419591,19.516921043395996,7,14,17,16,-128.40935962307597,0.5923869856116109
31,419591,19.516927242279053,11,15,9,8,-126.45121969897446,0.594777859906799
31,419591,19.516932725906372,8,12,16,11,-121.31545326257897,0.6010485925586052
31,419591,19.51693820953369,12,13,3,2,-110.91626167708337,0.6137459282017196
32,433511,20.564359426498413,10,16,11,10,-218.91296302415012,0.5011756792340216
32,433511,20.56437039375305,9,20,11,9,-181.80718612904823,0.544185535267718
32,433511,20.56437873840332,12,15,4,3,-180.9604857314973,0.5451669582495163
32,433511,20.56438660621643,5,17,25,14,-133.45909925854102,0.6002265194434097
32,433511,20.564394235610962,11,17,10,9,-132.8685783993008,0.6009110009248949
32,433511,20.564402103424072,3,17,30,9,-127.269468666356,0.6074010120143167
32,433511,20.56444215774536,13,16,4,3,-125.21477685442781,0.6097826357510863
32,433511,20.564451456069946,1,18,32,5,-108.58763145268361,0.6290554064574382
32,433511,20.56446075439453,8,16,17,12,-94.94120205211426,0.6448731850624178
33,448879,22.12166738510132,12,16,5,4,-185.11922692866997,0.5446942159796937
33,448879,22.121678829193115,10,15,12,11,-170.33402885065536,0.5594441174085876
33,448879,22.121687173843384,3,16,31,10,-152.7570957008172,0.5769790892104119
33,448879,22.121694803237915,11,16,11,10,-129.3091192378475,0.6003710884052087
33,448879,22.121700286865234,13,17,5,4,-127.83068497183838,0.6018459932105193
33,448879,22.12170648574829,5,18,26,15,-119.45289539421076,0.6102037825218289
33,448879,22.12171173095703,9,19,12,10,-117.25328521243264,0.612398141582291
33,448879,22.12171745300293,8,17,18,13,-104.3883370825644,0.625232377268694
33,448879,22.121724128723145,1,17,33,6,-92.18771893272277,0.6374038689275939
34,463188,22.916502237319946,10,14,13,12,-260.8672573766787,0.552837532501013
34,463188,22.916541576385498,12,15,6,5,-215.95958948823335,0.5937268483139815
34,463188,22.916553020477295,9,18,13,11,-167.11118586330338,0.6382042816053469
34,463188,22.916561365127563,8,16,19,14,-156.48098892803014,0.6478832852160483
34,463188,22.91658115386963,11,17,12,11,-140.94603463634206,0.6620281669710035
34,463188,22.91658902168274,3,17,32,11,-129.10380177431983,0.6728107531571487
34,463188,22.91659688949585,13,18,6,5,-118.30176351587637,0.6826462216760318
34,463188,22.91663146018982,1,18,34,7,-110.1629894252924,0.6900567357322721
34,463188,22.91663885116577,5,17,27,16,-99.29285794516295,0.6999542044702082
35,478664,24.3799991607666,12,17,7,6,-184.62293934602965,0.5711980858639227
35,478664,24.380029678344727,3,16,33,12,-165.09428477839288,0.5899358499145991
35,478664,24.380068063735962,8,17,20,15,-153.42999484844051,0.601127748044045
35,478664,24.380078554153442,10,15,14,13,-152.46465493907786,0.6020539926753733
35,478664,24.380088806152344,9,17,14,12,-127.82054199649345,0.6257000442739115
35,478664,24.380112409591675,13,17,7,6,-118.59903387419614,0.6345480907580433
35,478664,24.380122184753418,1,17,35,8,-114.99233953010692,0.6380087176736553
35,478664,24.38015866279602,11,18,13,12,-104.78488195929364,0.6478027836630326
35,478664,24.380168914794922,5,17,28,17,-87.1668901052426,0.664707264883927
36,491658,24.853235244750977,3,20,34,13,-233.92948707595028,0.5905167565574622
36,491658,24.853246927261353,10,19,15,14,-209.91544891709242,0.6128389511747175
36,491658,24.853253602981567,11,21,14,13,-205.7200135047437,0.6167388086313873
36,491658,24.853259563446045,12,22,8,7,-133.7565674852444,0.6836322663975931
36,491658,24.853265285491943,13,22,8,7,-128.66775202299013,0.688362563250138
36,491658,24.853273391723633,9,22,15,13,-89.69018932774922,0.7245940681071629
36,491658,24.853282690048218,1,22,36,9,-88.0299851422559,0.7261373071362595
37,504991,25.343533277511597,3,18,35,14,-253.41535416520645,0.34620928355049857
37,504991,25.343572854995728,10,20,16,15,-162.7728198975836,0.4708442328951004
37,504991,25.343584060668945,9,21,16,14,-156.4382699744569,0.4795543414017616
37,504991,25.343594312667847,13,21,9,8,-143.7569196709549,0.4969914029917604
37,504991,25.343600034713745,12,23,9,8,-131.18726375752138,0.5142748829905037
37,504991,25.343605995178223,1,23,37,10,-112.56595320358396,0.5398794859108912
37,504991,25.343626499176025,11,24,15,14,-65.91704563887245,0.604022487629518
