#{"t_start": 1620062413.3949091, "env_id": "BipedalWalker-v3"}
r,l,t
-115.516906,57,0.221718
-114.109025,1600,5.669259
-105.71254,116,6.056431
-106.824577,61,6.261483
-133.596964,1600,11.461018
-102.855446,43,11.597316
-122.440136,1600,16.744199
-150.263801,478,18.301671
-99.085564,65,18.53109
-100.656311,69,18.761673
-103.221935,69,19.005105
-105.009703,91,19.29021
-101.143471,75,19.53919
-115.250653,195,20.18906
-102.595257,81,20.459499
-102.764607,98,20.787273
-106.271971,144,21.286593
-99.759654,86,21.573368
-102.360432,60,21.787537
-104.024175,74,22.029124
-101.754575,61,22.232861
-102.358055,49,22.407902
-100.311871,55,22.600318
-100.251103,86,22.891013
-100.991656,55,23.079672
-100.730196,57,23.269738
-103.404854,52,23.449276
-102.014289,50,23.626836
-103.015889,73,23.876226
-102.508065,54,24.058085
-101.178312,65,24.277796
-102.356142,51,24.449527
-101.448062,53,24.621924
-102.967921,50,24.791416
-101.207616,56,24.997931
-107.042057,283,25.947992
-98.891451,94,26.261248
-102.850474,49,26.424906
-103.054451,49,26.601441
-127.43809,101,26.945894
-103.955466,52,27.126725
-101.113932,58,27.30965
-105.798505,56,27.496895
-101.366509,81,27.755208
-101.803215,72,27.987318
-99.211666,84,28.260499
-101.185172,62,28.474705
-103.105746,73,28.717728
-115.778606,1600,33.846782
-102.271094,95,34.157021
-101.31282,55,34.336844
-93.277563,1600,39.535439
-66.380886,1600,44.776764
-83.181902,1600,50.061322
-73.209587,1600,55.321303
-42.120973,1600,60.49367
-108.127847,44,60.643616
-107.075807,51,60.808961
-8.391449,1600,66.026822
71.699899,1600,71.300922
147.700704,1600,76.594601
75.809081,1321,80.868623
-102.7879,57,81.073799
-107.300807,55,81.248858
-64.126559,258,82.109726
-102.659677,76,82.365598
-106.970181,91,82.667992
-108.759106,81,82.944185
202.33641,1600,88.149041
25.514142,689,90.404173
-42.502767,291,91.355805
-76.964068,179,91.916432
104.642687,926,95.019176
-109.092595,57,95.20418
-112.276378,42,95.347128
-106.35838,47,95.500221
-111.468812,71,95.739796
-119.24578,95,96.040121
-111.36673,57,96.233897
-109.534999,47,96.386853
-110.467492,51,96.554002
-110.475807,52,96.723775
-107.543885,49,96.881089
-114.36621,58,97.0942
-109.468655,51,97.28091
-108.652625,48,97.444623
-107.738013,44,97.599297
-107.411434,54,97.779555
-107.516993,46,97.932254
-115.194327,96,98.250817
-108.290541,47,98.399004
-108.971546,51,98.571546
-107.655415,115,98.959255
-112.046323,61,99.174977
-110.623266,52,99.340151
-108.97471,49,99.507165
-118.196059,103,99.843071
-108.451356,46,99.999726
-111.285336,50,100.167919
-114.200275,60,100.368778
-116.431383,63,100.585373
-115.805984,61,100.789513
-116.785598,60,101.015554
-113.382709,59,101.215883
-113.882965,65,101.438653
-109.422428,37,101.566535
-114.699756,51,101.74441
-109.239775,39,101.883295
-118.253915,63,102.101537
-116.727894,60,102.311876
-122.66582,96,102.630203
-114.024689,56,102.815572
-113.550029,56,103.015508
-111.55708,52,103.186997
-113.52703,52,103.368272
-112.084704,48,103.525271
-113.297397,56,103.717365
-111.092835,49,103.887414
-116.261453,66,104.115138
-121.320295,114,104.482616
-124.711871,99,104.807809
-117.636764,60,105.000723
-122.689136,114,105.373389
-145.434047,323,106.411772
-114.366586,236,107.195143
-102.660166,102,107.52946
