iteration,num_frames,time_in_s,species_id,size,age,stagnation,fitness,adjusted_fitness
0,69532,0.0016317367553710938,1,200,0,0,,
1,142836,4.836818695068359,1,200,1,1,-109.80316057447227,0.49988647665069896
2,239959,10.987480640411377,1,200,2,2,-110.56646260818721,0.5755831622412886
3,332236,16.924904584884644,1,200,3,1,-107.22884850050534,0.5638801933654285
4,435998,23.320782899856567,1,200,4,2,-107.93617501158931,0.587186299478523
5,565963,31.41861605644226,1,200,5,3,-107.74101311904202,0.5700673185379787
